dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,528.0,2.3548304900000403,5.318034200000056,0.000148195725423,0.0200041780375998,1.0,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,1225.0,35.0,,90.0,,,,83.0,0.1406057010000267,4.697758878000059,0.0003211400144396,0.0200068960830438,1.132036432287913,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225.0,35.0,,180.0,,,,9.0,0.014064372000007,0.7610606990000406,0.0003415561086872,0.0200072065344042,6.987661045942109,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225.0,35.0,512.0,,512.0,625.0,,25.0,1.343404107000083,1.4914119480000636,0.0003388402323947,0.0200075386851458,3.5657714873019306,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,1225.0,35.0,1024.0,,1024.0,1225.0,,3.0,0.1291393100000277,0.2771185220000234,0.0003383419069578,0.0200075286450761,19.190468257475793,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_2048,Active inverse,1225.0,35.0,2048.0,,2048.0,1225.0,,3.0,0.1201772680000203,0.2688431620000528,0.0003383419069499,0.0200075286450759,19.781177101313112,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_4096,Active inverse,1225.0,35.0,4096.0,,4096.0,1225.0,,3.0,0.1157923749999554,0.2640187819999937,0.0003383419069525,0.0200075286450761,20.14263591292601,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_1024_q64,Box-EigenPro,1225.0,35.0,1024.0,64.0,1024.0,1225.0,64.0,143.0,1.5836837690000038,1.73150548600006,0.00032226389615,0.0200070785092486,3.071335460960747,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_1024_q128,Box-EigenPro,1225.0,35.0,1024.0,128.0,1024.0,1225.0,128.0,32.0,0.7126157149999699,0.8610713340000302,0.000322341413408,0.0200069036277712,6.176066941278375,ok,btab_group_a_se_matern_20260627_161839
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q64,Box-EigenPro,1225.0,35.0,2048.0,64.0,2048.0,1225.0,64.0,143.0,0.4014051829999516,0.5498176820000253,0.000322256975152,0.0200070780413839,9.672359354932153,ok,btab_group_a_se_matern_20260627_161839
