M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,error_message,error_type,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,traceback,version
1225,expanded_box,topk,1225,,4096,0,"[17, 17]","[35, 35]",1225,topk,1225,,4096,6000,1225,cheap,30,0.01,,cupy,1.5768384318690057e-13,3.772326174362584e-15,640,290,290,,290,128,1225,0,2510848,212.5711004479881,2125.711004479881,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,30,31,8.420443951603691e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,128,0,128,128,0,0,2,1225,,,,,,,1.5768384318690057e-13,3.772326174362584e-15,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,30.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_4096_q128,35,31,30,1000,3000000,cufinufft,binned_c1,50,30,8.420443951603691e-07,pcg,converged,30,,True,0.1,0,0.0,0.0003523739454222867,0.020001319014319213,0,0.1,boxeig,ok,,0.0007506890322569996,0.02327135999996699,0.00042467886666296785,0.012740365999889036,0.0,0,,2125.711004479881,0.0005807740000136619,1.9281266664468905e-05,0.0005784379999340672,3.104006666868978e-05,0.0009312020000606935,0.00026592603333407773,0.007977781000022333,0.23485963499990703,0.0,0.0,0.0008653409998942152,0.0,6.358226667847096e-05,0.0019074680003541289,0.23399429400001281,,0.05575260700004492,0.02758526900004199,0.23589302100003806,0.029610330000082286,0.29396162599994113,0.0,0.3215468949999831,0.37729950200002804,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,4096,0,"[17, 17]","[35, 35]",1225,topk,1225,,4096,6000,1225,cheap,30,0.01,,cupy,1.1558341113806323e-12,1.113369499404135e-14,960,418,418,,418,192,1225,0,3766272,12.137522119663522,121.37522119663522,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,4,5,8.281628548550933e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,192,0,192,192,0,0,2,1225,,,,,,,1.1558341113806323e-12,1.113369499404135e-14,,,,,1e-05,,,boxeig,2999999.999993491,True,,nan,0,0,,nan,0,0,0,0,False,4.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_4096_q192,35,5,4,1000,3000000,cufinufft,binned_c1,50,4,8.281628548550933e-07,pcg,converged,4,,True,0.1,0,0.0,0.000432367636654579,0.020002924795393225,0,0.1,boxeig,ok,,0.0008100647999754074,0.004050323999877037,0.00043215450000388955,0.0017286180000155582,0.0,0,,121.37522119663522,0.0005883449999828372,1.8959249985073257e-05,7.583699994029303e-05,3.2934250043581415e-05,0.00013173700017432566,0.0002733412499651422,0.0010933649998605688,0.35517919799997344,0.0,0.0,0.0008795549999831564,0.0,6.214800001203002e-05,0.0002485920000481201,0.3542996429999903,,0.08888847299999725,0.027695779000055154,0.3562131159999353,0.02954344299996592,0.3654831889999741,0.0,0.39317896800002927,0.4820674410000265,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,4096,0,"[17, 17]","[35, 35]",1225,topk,1225,,4096,6000,1225,cheap,30,0.01,,cupy,2.052407581823032e-11,6.397866187489898e-14,1280,546,546,,546,256,1225,0,5021696,0.7149467193808173,7.149467193808173,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,1,2,3.4844925274861313e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,256,0,256,256,0,0,2,1225,,,,,,,2.052407581823032e-11,6.397866187489898e-14,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,1.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_4096_q256,35,2,1,1000,3000000,cufinufft,binned_c1,50,1,3.4844925274861313e-07,pcg,converged,1,,True,0.1,0,0.0,0.00036538567800711326,0.020001625909301587,0,0.1,boxeig,ok,,0.0008988069999418258,0.0017976139998836516,0.0004989539999087356,0.0004989539999087356,0.0,0,,7.149467193808173,0.0005621349999955783,1.8799000031322066e-05,1.8799000031322066e-05,3.143200001431978e-05,3.143200001431978e-05,0.00033276999999998225,0.00033276999999998225,0.46257886600005804,0.0,0.0,0.0008854580000843271,0.0,6.044100007329689e-05,6.044100007329689e-05,0.4616934079999737,,0.1151354179999089,0.027574893999940286,0.46359697400009736,0.029607324000039625,0.4672118160000309,0.0,0.4947867099999712,0.6099221279998801,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,8192,0,"[17, 17]","[35, 35]",1225,topk,1225,,8192,6000,1225,cheap,30,0.01,,cupy,1.6675038799343648e-13,4.245851503171878e-15,640,290,290,,290,128,1225,0,2510848,212.57110044798816,2125.7110044798815,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,30,31,8.117114130021465e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,128,0,128,128,0,0,2,1225,,,,,,,1.6675038799343648e-13,4.245851503171878e-15,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,30.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_8192_q128,35,31,30,1000,3000000,cufinufft,binned_c1,50,30,8.117114130021465e-07,pcg,converged,30,,True,0.1,0,0.0,0.00035236883907316,0.020001318725976328,0,0.1,boxeig,ok,,0.0007547390645112823,0.02339691099984975,0.00042959073333956137,0.012887722000186841,0.0,0,,2125.7110044798815,0.0005393259999664224,1.9580133319626232e-05,0.000587403999588787,3.184076666684632e-05,0.0009552230000053896,0.0002705097999864847,0.008115293999594542,0.2335988920000318,0.0,0.0,0.0008668950000583209,0.0,6.371003333924819e-05,0.0019113010001774455,0.2327319969999735,,0.059899277999988954,0.027668679000043994,0.23457382300000518,0.02979254399997444,0.2928494589999673,0.0,0.3205181380000113,0.38041741600000023,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,8192,0,"[17, 17]","[35, 35]",1225,topk,1225,,8192,6000,1225,cheap,30,0.01,,cupy,9.685020912085715e-13,1.35334561836166e-14,960,418,418,,418,192,1225,0,3766272,12.13752211966347,121.3752211966347,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,4,5,8.281628628669308e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,192,0,192,192,0,0,2,1225,,,,,,,9.685020912085715e-13,1.35334561836166e-14,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,4.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_8192_q192,35,5,4,1000,3000000,cufinufft,binned_c1,50,4,8.281628628669308e-07,pcg,converged,4,,True,0.1,0,0.0,0.0004323676370123673,0.020002924795407977,0,0.1,boxeig,ok,,0.0008003077999774177,0.004001538999887089,0.0004333754999947814,0.0017335019999791257,0.0,0,,121.3752211966347,0.0005625570000802327,1.885374996390965e-05,7.54149998556386e-05,3.2715750023726287e-05,0.00013086300009490515,0.00027600024998264416,0.0011040009999305767,0.35302055399995425,0.0,0.0,0.0008838499999228588,0.0,6.172650003577473e-05,0.00024690600014309894,0.3521367040000314,,0.08989053599998442,0.027454047999981412,0.3540432849999888,0.029686852000054387,0.36321053999995456,0.0,0.390664587999936,0.4805551239999204,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,8192,0,"[17, 17]","[35, 35]",1225,topk,1225,,8192,6000,1225,cheap,30,0.01,,cupy,2.8800143211620167e-11,4.941341776355182e-14,1280,546,546,,546,256,1225,0,5021696,0.7149467193811754,7.149467193811754,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,1,2,3.484447717163623e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,256,0,256,256,0,0,2,1225,,,,,,,2.8800143211620167e-11,4.941341776355182e-14,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,1.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_8192_q256,35,2,1,1000,3000000,cufinufft,binned_c1,50,1,3.484447717163623e-07,pcg,converged,1,,True,0.1,0,0.0,0.0003653856867203192,0.020001625909547363,0,0.1,boxeig,ok,,0.0008908284999620264,0.0017816569999240528,0.00046801899998172303,0.00046801899998172303,0.0,0,,7.149467193811754,0.0006041249999952925,1.9107999946754717e-05,1.9107999946754717e-05,3.104600000369828e-05,3.104600000369828e-05,0.00030951700000514393,0.00030951700000514393,0.464691051999921,0.0,0.0,0.0008708469999874069,0.0,6.089600003633677e-05,6.089600003633677e-05,0.4638202049999336,,0.11411197899997205,0.027579616000025453,0.46574513600000955,0.029465389999927538,0.4692577490000076,0.0,0.49683736500003306,0.6109493440000051,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,16384,0,"[17, 17]","[35, 35]",1225,topk,1225,,16384,6000,1225,cheap,30,0.01,,cupy,2.0806841961123341e-13,4.339100599347254e-15,640,290,290,,290,128,1225,0,2510848,212.5711004479881,2125.711004479881,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,30,31,8.321607543786499e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,128,0,128,128,0,0,2,1225,,,,,,,2.0806841961123341e-13,4.339100599347254e-15,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,30.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_16384_q128,35,31,30,1000,3000000,cufinufft,binned_c1,50,30,8.321607543786499e-07,pcg,converged,30,,True,0.1,0,0.0,0.0003523716235754222,0.020001318383197693,0,0.1,boxeig,ok,,0.0007576408709669082,0.023486866999974154,0.0004313441666530101,0.012940324999590302,0.0,0,,2125.711004479881,0.00058030700006384,1.9984133333158147e-05,0.0005995239999947444,3.1407333324295905e-05,0.0009422199997288772,0.00027158796666147585,0.008147638999844276,0.2390500770000017,0.0,0.0,0.0008624069999996209,0.0,6.34161666766886e-05,0.0019024850003006577,0.23818767000000207,,0.05609877400002006,0.027161472999978287,0.24005026999998336,0.02950693999991927,0.29874036700005036,0.0,0.32590184000002864,0.3820006140000487,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,16384,0,"[17, 17]","[35, 35]",1225,topk,1225,,16384,6000,1225,cheap,30,0.01,,cupy,4.784871835676289e-12,1.189812101904321e-14,960,418,418,,418,192,1225,0,3766272,12.13752211966329,121.37522119663289,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,4,5,8.281628794348955e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,192,0,192,192,0,0,2,1225,,,,,,,4.784871835676289e-12,1.189812101904321e-14,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,4.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_16384_q192,35,5,4,1000,3000000,cufinufft,binned_c1,50,4,8.281628794348955e-07,pcg,converged,4,,True,0.1,0,0.0,0.00043236763822525445,0.020002924795432687,0,0.1,boxeig,ok,,0.0007971674000373241,0.003985837000186621,0.00044203300001299795,0.0017681320000519918,0.0,0,,121.37522119663289,0.0006054079999557871,2.1101500010445307e-05,8.440600004178123e-05,3.1123750005690454e-05,0.00012449500002276181,0.0002826232500012793,0.0011304930000051172,0.3577995219999366,0.0,0.0,0.0008646129999760888,0.0,6.247750002330577e-05,0.00024991000009322306,0.3569349089999605,,0.08905378300005395,0.027742708999994647,0.35887985600004413,0.029594802000019627,0.3681023350000032,0.0,0.39584504399999787,0.4848988270000518,1e-06,,,v7_btab_boxeig
1225,expanded_box,topk,1225,,16384,0,"[17, 17]","[35, 35]",1225,topk,1225,,16384,6000,1225,cheap,30,0.01,,cupy,4.5005307507544214e-11,6.5809027931343e-14,1280,546,546,,546,256,1225,0,5021696,0.7149467193810753,7.149467193810753,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,1,2,3.4844663592779134e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,256,0,256,256,0,0,2,1225,,,,,,,4.5005307507544214e-11,6.5809027931343e-14,,,,,1e-05,,,boxeig,2999999.9999934905,True,,nan,0,0,,nan,0,0,0,0,False,1.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_16384_q256,35,2,1,1000,3000000,cufinufft,binned_c1,50,1,3.4844663592779134e-07,pcg,converged,1,,True,0.1,0,0.0,0.00036538568167088036,0.020001625909390162,0,0.1,boxeig,ok,,0.0008950075000484503,0.0017900150000969006,0.0005007930000147098,0.0005007930000147098,0.0,0,,7.149467193810753,0.0005791490000319754,1.805599993076612e-05,1.805599993076612e-05,3.350000008595089e-05,3.350000008595089e-05,0.00033879999989494536,0.00033879999989494536,0.46410890600009225,0.0,0.0,0.0008699200000137353,0.0,6.229000007351715e-05,6.229000007351715e-05,0.4632389860000785,,0.11426722999999583,0.027406112999983634,0.46513703199991596,0.029689101999906597,0.46870556100009253,0.0,0.49611167400007616,0.610378904000072,1e-06,,,v7_btab_boxeig
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,1040,1041,9.388335044032377e-07,,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,True,,,,,,,,,,,False,1040.0,matern,0.1,1.5,1.0,,,100000,plain_cg,189,1041,,1000,3000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.0008818433481542191,0.019971153553098725,0,,,ok,,0.0006262056762709482,0.651880108998057,,,,,,,,,,,,,,,,,,,,,,,,0.08272894499998529,,0.02924829000005502,1.1035326369999439,,1.186262041999953,,1e-06,,,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,244,245,9.61651830448005e-07,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,,,,,,,,2,35721,98,3,nan,,2815.2623021797017,0.006492890348921891,,,5,482,0.00039080683126489155,0.18836889266967774,1e-05,,,,,True,[],,,,,,,,,,False,244.0,matern,0.1,1.5,1.0,nan,,100000,eigenpro_pcg_q90,189,245,244,1000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008895188237393027,0.019971352855872006,0,,,ok,,0.0006438390122439716,0.15774055799977305,0.0005940633237760714,0.14495145100136142,,,[],,,,,,,,,,,,,,,,,0.4741183029999547,,0.06060295400004634,0.0003070070000603664,0.029508703000033165,0.4583309439999539,,0.9933592080000153,,1e-06,90,,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,131,132,9.89263909865066e-07,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,,,,,,,,2,35721,188,3,nan,,1020.720384451989,0.0023509209601932732,,,5,932,0.0004870318302269146,0.4539136657714844,1e-05,,,,,True,[],,,,,,,,,,False,131.0,matern,0.1,1.5,1.0,nan,,100000,eigenpro_pcg_q180,189,132,131,1000,3000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.000888813836261713,0.01997129197140179,0,,,ok,,0.0006460731212116295,0.08528165199993509,0.0010491063511443555,0.13743293199991058,,,[],,,,,,,,,,,,,,,,,1.037416152999981,,0.05725996799992572,0.0003156640000270272,0.02947646600000553,0.31029112099997747,,1.4052829059999112,,1e-06,180,,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,6000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,256,257,9.440695703410832e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,6250000,False,256.0,matern,0.1,1.5,1.0,,0,100000,btab_auto_topk_512,189,257,256,1000,3000000,cufinufft,binned_c1,50,256,9.440695703410832e-07,pcg,converged,256,,True,0.1,0,3940.552263332592,0.0008855251529076581,0.019970825686395494,0,0.1,exact,ok,,0.0006308393268503553,0.1621257070005413,0.0002706710156274994,0.06929178000063985,1388670.769006471,35096,,,0.0014978770000197983,4.2181304684696386e-05,0.010798413999282275,3.9609003906093676e-05,0.010139904999959981,9.403663281215557e-05,0.024073377999911827,0.023912112999937563,0.008854188999976031,0.008627761999946415,0.0,0.0061950619999606715,5.4222765623723745e-05,0.013881027999673279,,,0.0002806339999779084,0.05765684699997564,0.02636272799998096,0.029354959999977837,0.41179850700007137,0.00023510000005444454,0.469455354000047,0.4697359880000249,1e-06,,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,134,135,8.421202405769678e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,134.0,matern,0.1,1.5,1.0,,0,100000,btab_auto_topk_1024,189,135,134,1000,3000000,cufinufft,binned_c1,50,134,8.421202405769678e-07,pcg,converged,134,,True,0.1,0,720.4550297588038,0.0008850994567808109,0.01997080862633878,0,0.1,exact,ok,,0.0006375015703733206,0.08606271200039828,0.0003371448507484491,0.045177410000292184,477730.6211788942,34352,,,0.0015517840000711658,4.306471641735806e-05,0.00577067199992598,3.886913432341914e-05,0.005208463999338164,0.00016130979850937475,0.021615513000256215,0.13136249400008637,0.043874462000076164,0.06478391400003147,0.0,0.020601517000045533,5.392113432696818e-05,0.007225431999813736,,,0.00028623700006846775,0.05748457100003179,0.13401444099997661,0.02935342800003582,0.34725734599999214,0.002102600999933202,0.40474191700002393,0.4050281540000924,1e-06,,,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,86,87,7.683502293058135e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,86.0,matern,0.1,1.5,1.0,,0,100000,btab_auto_topk_2048,189,87,86,1000,3000000,cufinufft,binned_c1,50,86,7.683502293058135e-07,pcg,converged,86,,True,0.1,0,163.6430282154797,0.0008843257865719817,0.01997080483461303,0,0.1,exact,ok,,0.0006399611954068745,0.05567662400039808,0.0008301837209302882,0.07139580000000478,189063.11327739028,33120,,,0.0016518250000672197,4.362210465789631e-05,0.0037515010005790828,4.2999965121770255e-05,0.0036979970004722418,0.0006490954999953617,0.055822212999601106,0.685760877000007,0.18704770300007567,0.3989679939999178,0.0,0.09109991400009676,5.419017442718118e-05,0.004660355000737582,,,0.00027625200004877115,0.05669815299995662,0.6884928700000046,0.029368277999992642,0.8686406640000541,0.008645265999916774,0.9253388170000107,0.9256150690000595,1e-06,,,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,6000,5329,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,38,39,7.640757228277276e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,454371856,False,38.0,matern,0.1,1.5,1.0,,0,100000,btab_auto_topk_4096,189,39,38,1000,3000000,cufinufft,binned_c1,50,38,7.640757228277276e-07,pcg,converged,38,,True,0.1,0,29.51559534762896,0.00088345986639756,0.01997080115964691,0,0.1,exact,ok,,0.000656920435907966,0.025619897000410674,0.002170948105261136,0.08249602799992317,63724.11403807059,30392,,,0.0018863819999523912,4.492439473767119e-05,0.0017071270000315053,4.655678947971721e-05,0.001769158000229254,0.0019837309736861868,0.07538177700007509,4.656660527999975,0.7795196790000318,3.24516529899995,0.0,0.5954536589999861,5.44724210630863e-05,0.0020699520003972793,,,0.00029810000000907166,0.05759611899998163,4.65965592200007,0.029419428999972297,4.791987807000055,0.03652189100000669,4.849583926000037,4.849882026000046,1e-06,,,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,cheap,30,0.01,,cupy,5.017506875454293e-15,1.1149792873874956e-15,320,162,162,,162,64,1369,34352,1402880,7551.573531100979,75515.73531100979,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,252,253,8.929294860190092e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,64,0,64,64,0,0,2,35721,,,,,,,5.017506875454293e-15,1.1149792873874956e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,252.0,matern,0.1,1.5,1.0,,85264,100000,btab_boxeig_topk_1024_q64,189,253,252,1000,3000000,cufinufft,binned_c1,50,252,8.929294860190092e-07,pcg,converged,252,,True,0.1,0,720.4550297588038,0.0008872818006174868,0.019970870195597196,0,0.1,boxeig,ok,,0.0006624859407173227,0.16760894300148266,0.0004259446349169232,0.10733804799906466,477730.6211788942,34352,,75515.73531100979,0.0015410729999985051,4.4882190475651183e-05,0.011310311999864098,3.6907345234444694e-05,0.009300650999080062,0.00024747451984315677,0.06236357900047551,0.124946383000065,0.0,0.0,0.0010234840000293843,0.0,5.6425313496382455e-05,0.014219179001088378,0.12392289900003561,,0.025695669000015187,0.057935444999998253,0.1269223570000122,0.029451874999949723,0.562517496000055,0.0,0.6204529410000532,0.6461486100000684,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,6000,1369,cheap,30,0.01,,cupy,1.324851332777399e-14,1.4226597492085277e-15,640,290,290,,290,128,1369,34352,2805760,2073.5684077170545,20735.684077170543,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,164,165,8.692923435820985e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.324851332777399e-14,1.4226597492085277e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,164.0,matern,0.1,1.5,1.0,,85264,100000,btab_boxeig_topk_1024_q128,189,165,164,1000,3000000,cufinufft,binned_c1,50,164,8.692923435820985e-07,pcg,converged,164,,True,0.1,0,720.4550297588038,0.0008838800046646136,0.019970829062620668,0,0.1,boxeig,ok,,0.0006759840181819692,0.11153736300002492,0.00042293428048917743,0.0693612220002251,477730.6211788942,34352,,20735.684077170543,0.0016045460000668754,4.6029451223093045e-05,0.007548830000587259,3.70687987899656e-05,0.006079283001554359,0.00024108690244352922,0.039538252000738794,0.2333946769999784,0.0,0.0,0.0009952269999757846,0.0,5.745324390027124e-05,0.009422331999644484,0.23239945000000262,,0.050431336999963605,0.05831722899995384,0.23543598000003385,0.029361864000065907,0.5224498640000093,0.0,0.5807670929999631,0.6311984299999267,1e-06,,,v7_btab_boxeig
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,6000,2601,cheap,30,0.01,,cupy,5.149935567132604e-15,1.0313518829535668e-15,320,162,162,,162,64,2601,33120,2664448,7553.109138378078,75531.09138378077,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,257,258,9.7751545637504e-07,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA L4,cheap,64,0,64,64,0,0,2,35721,,,,,,,5.149935567132604e-15,1.0313518829535668e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,257.0,matern,0.1,1.5,1.0,,163216,100000,btab_boxeig_topk_2048_q64,189,258,257,1000,3000000,cufinufft,binned_c1,50,257,9.7751545637504e-07,pcg,converged,257,,True,0.1,0,163.6430282154797,0.0008852874921147404,0.01997088738838863,0,0.1,boxeig,ok,,0.000659627162792202,0.17018380800038813,0.00042256451751269085,0.10859908100076154,189063.11327739028,33120,,75531.09138378077,0.0016689099999211976,4.5114315178311044e-05,0.011594379000825938,3.671076653185302e-05,0.009434666998686225,0.00024503650194155816,0.06297438099898045,0.12457529700009218,0.0,0.0,0.0010015860000294197,0.0,5.589864591900848e-05,0.014365952001185178,0.12357371100006276,,0.02552982199995313,0.057143640000049345,0.12666864699997404,0.029147640000019237,0.567563292999921,0.0,0.6247069329999704,0.6502367549999235,1e-06,,,v7_btab_boxeig
