Dataset,N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3500,5.307491446999848,5.326304487000016,0.123094622986005,0.9934452001044323,0.37385812843787014
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_728,728.0,961.0,,3500,5.371366313999943,5.392818147000071,0.1231176595964212,0.9936311189487286,0.3692470564963833
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,3500,5.410782706999953,5.432390469999973,0.1231514077215829,0.9939034859469055,0.36655727124123055
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,3500,5.85314722399994,5.8750166539998645,0.1231592857908598,0.9939670665479048,0.3389406948564715
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,3500,7.489058017999923,7.510723695000024,0.1232055050736127,0.9943400830411464,0.26512521400909417
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,408,1.041974411999945,1.063622118000012,0.1230750644060357,0.9932873509886869,1.8721707581113254
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q192,4096.0,5329.0,192.0,362,0.9914657899998928,1.0131232179999188,0.1230750716595654,0.9932874095288902,1.9654886904390496
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q256,4096.0,5329.0,256.0,220,1.6242685750000874,1.645856654999989,0.1230750589111781,0.9932873066419903,1.2098758545895782
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q192,8192.0,10609.0,192.0,294,1.0434533149998515,1.0651559870000256,0.1230750796199186,0.9932874737735704,1.8694747542173917
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q256,8192.0,10609.0,256.0,212,0.843057508000129,0.8646298599999227,0.1230750732087308,0.9932874220315561,2.303045868668281
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q320,8192.0,10609.0,320.0,162,0.8810715609999988,0.9030366689999028,0.1230750736651554,0.9932874257151679,2.205095646011104
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q192,16384.0,21025.0,192.0,202,0.7176064870000118,0.7393496610000057,0.1230750721273268,0.9932874133039967,2.6932888889226674
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q256,16384.0,21025.0,256.0,144,0.7284845140000016,0.7490465370001402,0.1230750626735445,0.9932873370064752,2.658422579423371
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q320,16384.0,21025.0,320.0,111,0.7920770509999784,0.8123879629999919,0.1230750664837763,0.9932873677572619,2.4511468875617446
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3500,6.111431585999981,6.131144137999854,0.3955882999071274,0.999527232839833,0.1244085923983636
