M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_route_group,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,error_message,error_type,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,non_v1_maxiter,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,traceback,v1_maxiter,version
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,1808,1809,9.487737447529148e-08,,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,,,,,,,,,0,0,,,1e-05,,,,,True,,,,,,,,,,,False,1808.0,matern,0.1,1.5,1.0,,,80000,plain_cg,189,1809,,1000,3000000,3000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.0008799803351337613,0.01997090156620627,0,,,ok,,0.0006382968817022463,1.1546790589993634,,,,,,,,,,,,,,,,,,,,,,,,0.04522417500015763,,0.018395139999938692,1.9679338880000614,,2.0131595310001558,,1e-07,,,80000,v1
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,630,631,9.172411895143202e-08,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,72,3,nan,,4818.4650219679,0.011142831116749151,,,5,352,0.0005186501849781383,0.1825648651123047,1e-05,,,,,True,[],,,,,,,,,,False,630.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q64,189,631,630,1000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008843007089859818,0.01997080812868915,0,,,ok,,0.0006563365657693246,0.4141483730004438,0.00018623680635531826,0.1173291880038505,,,[],,,,,,,,,,,,,,,,,0.2229700729999422,,0.042884339000011096,0.0003405050001674681,0.01785196199989514,0.945083398999941,,1.2112783160000617,,1e-07,64,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,343,344,9.64486617299595e-08,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,136,3,nan,,1818.175093525653,0.004189030240610664,,,5,672,0.0005358811446598598,0.36011212921142577,1e-05,,,,,True,[],,,,,,,,,,False,343.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q128,189,344,343,1000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008846070057033028,0.01997081094755034,0,,,ok,,0.0006580070988471287,0.22635444200341226,0.00021637086589039865,0.07421520700040674,,,[],,,,,,,,,,,,,,,,,0.42921529499994904,,0.03812262500014185,0.0003409609998925589,0.017871668999987378,0.5249015930000951,,0.9925804740000785,,1e-07,128,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,228,229,9.290150671625572e-08,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,200,3,nan,,923.3703707132371,0.0021266404214389718,,,5,992,0.0005375308375204764,0.5332305908203125,1e-05,,,,,True,[],,,,,,,,,,False,228.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q192,189,229,228,1000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008845232494946465,0.019970811897084672,0,,,ok,,0.0006612609213969963,0.15142875099991215,0.000270625600878423,0.06170263700028045,,,[],,,,,,,,,,,,,,,,,0.6334107800000766,,0.03659533199993348,0.0003284699998857832,0.017854769999985365,0.3639432410000154,,1.0342778229999112,,1e-07,192,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,163,164,9.41752482138168e-08,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,264,3,nan,,564.2532912867354,0.0012994463511174126,,,5,1312,0.0005481053794302591,0.7191142578125,1e-05,,,,,True,[],,,,,,,,,,False,163.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q256,189,164,163,1000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0008844662654351505,0.01997081412166512,0,,,ok,,0.0006565588963403903,0.10767565899982401,0.0003280121963104698,0.05346598799860658,,,[],,,,,,,,,,,,,,,,,0.8569416679999904,,0.036827818999881856,0.0003139670000109618,0.017505996999943818,0.26905819800003883,,1.163141651999922,,1e-07,256,,80000,v3
35721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,group_a,,128,129,8.590879702145299e-08,,,nan,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,,,,,,,,2,35721,328,3,nan,,374.75921338802135,0.0008630305595821048,,,5,1632,0.0005617418008692125,0.9167626190185547,1e-05,,,,,True,[],,,,,,,,,,False,128.0,matern,0.1,1.5,1.0,nan,,3000,eigenpro_pcg_q320,189,129,128,1000,3000000,3000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.00088448331461999,0.01997081402585425,0,,,ok,,0.0006577640077508942,0.08485155699986535,0.000377306507807873,0.048295232999407745,,,[],,,,,,,,,,,,,,,,,1.09064073799982,,0.03671186300016416,0.0003378590001830162,0.01762424399998963,0.2191984279997996,,1.3468888879999668,,1e-07,320,,80000,v3
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,80000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,352,353,9.429534113114606e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,6250000,False,352.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_512,189,353,352,1000,3000000,3000,cufinufft,binned_c1,50,352,9.429534113114606e-08,pcg,converged,352,,True,0.1,0,3940.552263332592,0.0008843104494498906,0.019970802762176602,0,0.1,exact,ok,,0.0006443797507087299,0.22746605200018166,0.00026016797159074525,0.09157912599994233,1388670.769006471,35096,,,0.0015070309998463927,4.447871021927664e-05,0.015656505997185377,4.048744318652098e-05,0.014251580001655384,7.635421022717475e-05,0.026876681999965513,0.011702201999924,0.008981577999975343,0.001113149000047997,0.0,0.0013693359999251697,5.6334227276073015e-05,0.019829648001177702,,,0.0002929459999450046,0.03664058100002876,0.014102362999892648,0.01749428999983138,0.5538202660000024,0.00023813899997549015,0.5904608470000312,0.5907537929999762,1e-07,,,80000,v6_btab
35721,expanded_box,topk,728,,728,0,"[15, 15]","[31, 31]",961,topk,728,,728,80000,961,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,283,284,7.426535466713186e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,14776336,False,283.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_728,189,284,283,1000,3000000,3000,cufinufft,binned_c1,50,283,7.426535466713186e-08,pcg,converged,283,,True,0.1,0,1580.8742994619804,0.0008843134141550692,0.019970802714499858,0,0.1,exact,ok,,0.000644791249990697,0.18312071499735794,0.00027449450882984937,0.07768194599884737,781433.9185840107,34760,,,0.0014994780001416075,4.558420495134287e-05,0.012900330001230031,4.2195091879294e-05,0.011941211001840202,8.65362544155356e-05,0.024489759999596572,0.02589524099994378,0.020671206000088205,0.0026776129998324905,0.0,0.0022486110001409543,5.736027915206858e-05,0.016232959000035407,,,0.0003087109998887172,0.042495022999901266,0.028355811999972502,0.018340419999958613,0.46790742100006355,0.000297810999882131,0.5104024439999648,0.5107111549998535,1e-07,,,80000,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,80000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,188,189,8.456061714391976e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,29986576,False,188.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_1024,189,189,188,1000,3000000,3000,cufinufft,binned_c1,50,188,8.456061714391976e-08,pcg,converged,188,,True,0.1,0,720.4550297588038,0.0008843619163788869,0.01997080373277645,0,0.1,exact,ok,,0.0006471807777747999,0.12231716699943718,0.0002899546489387869,0.054511474000491944,477730.6211788942,34352,,,0.0015604709999479383,4.575965957631892e-05,0.008602816000347957,4.228218085095347e-05,0.007949049999979252,0.00010134159041617169,0.019052218998240278,0.05200605400000313,0.04345264700009466,0.004510445999812873,0.0,0.0035211399999752757,5.766760107162748e-05,0.010841509001465965,,,0.0002724610001223482,0.042711196000027485,0.05454166200001964,0.018376924999984112,0.35108628199986924,0.0005218210001203261,0.39379747799989673,0.3940699390000191,1e-07,,,80000,v6_btab
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,111,112,7.594013589676014e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,108243216,False,111.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_2048,189,112,111,1000,3000000,3000,cufinufft,binned_c1,50,111,7.594013589676014e-08,pcg,converged,111,,True,0.1,0,163.6430282154797,0.0008842870982225796,0.019970802499806078,0,0.1,exact,ok,,0.0006523610268069595,0.07306443500237947,0.000352512774782611,0.03912891800086982,189063.11327739028,33120,,,0.001663809999854493,4.593878377834715e-05,0.005099204999396534,4.341750450048248e-05,0.004819342999553555,0.00016205327027704584,0.017987913000752087,0.21510015399985605,0.1866036389999408,0.018040780999854178,0.0,0.008864889000051335,5.751354955144642e-05,0.0063840040002105525,,,0.00028135399998063804,0.04285175499990146,0.21790125300003638,0.01860277700006918,0.40174545400009265,0.0015908450000097218,0.4445972089999941,0.44487856299997475,1e-07,,,80000,v6_btab
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,group_a,auto,54,55,9.669259919090303e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,0,0,0,0,0,0,2,35721,,,,,,,,,,,,,1e-05,,,inverse,2999999.999996535,True,,nan,0,50,diag,0.001,0,0,0,454371856,False,54.0,matern,0.1,1.5,1.0,,0,3000,btab_auto_topk_4096,189,55,54,1000,3000000,3000,cufinufft,binned_c1,50,54,9.669259919090303e-08,pcg,converged,54,,True,0.1,0,29.51559534762896,0.0008843192518333962,0.019970801941804655,0,0.1,exact,ok,,0.0006688786727367683,0.03678832700052226,0.0006234593703606219,0.03366680599947358,63724.11403807059,30392,,,0.0019479029999729391,4.6132222189919924e-05,0.002491139998255676,4.523016665374329e-05,0.0024424289993021375,0.00042937924074185166,0.02318647900005999,0.9187184830000206,0.7602587460000905,0.12105411100014862,0.0,0.031372339999961696,5.804327778420244e-05,0.0031343370003469317,,,0.0002879520000078628,0.04324772099994334,0.9218719599998622,0.01783798199994635,1.0274055679999492,0.006033285999819782,1.0706532889998925,1.0709412409999004,1e-07,,,80000,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,80000,1369,cheap,30,0.01,,cupy,3.884323050445995e-15,9.521971804337777e-16,320,162,162,,162,64,1369,34352,1402880,7551.573531100977,75515.73531100976,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,693,694,9.612058614139989e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,64,0,64,64,0,0,2,35721,,,,,,,3.884323050445995e-15,9.521971804337777e-16,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,693.0,matern,0.1,1.5,1.0,,85264,3000,btab_boxeig_topk_1024_q64,189,694,693,1000,3000000,3000,cufinufft,binned_c1,50,693,9.612058614139989e-08,pcg,converged,693,,True,0.1,0,720.4550297588038,0.0008843390550280273,0.019970802737170147,0,0.1,boxeig,ok,,0.000656329708932463,0.45549281799912933,0.0004316179177486154,0.2991112169997905,477730.6211788942,34352,,75515.73531100976,0.0016063790001226153,4.5641186152890105e-05,0.03162934200395284,3.934424387106844e-05,0.02726556100265043,0.00024693072005537803,0.17112298899837697,0.12719024800003353,0.0,0.0,0.0010621760000049107,0.0,5.742492929505441e-05,0.03979547600147271,0.12612807200002862,,0.026781346999996458,0.03754853999998886,0.12929357200005143,0.017653069000061805,1.322844731000032,0.0,1.3603932710000208,1.3871746180000173,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,80000,1369,cheap,30,0.01,,cupy,1.4665872486762883e-14,1.3617536292255116e-15,640,290,290,,290,128,1369,34352,2805760,2073.5684077170545,20735.684077170543,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,403,404,9.932767691516802e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.4665872486762883e-14,1.3617536292255116e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,403.0,matern,0.1,1.5,1.0,,85264,3000,btab_boxeig_topk_1024_q128,189,404,403,1000,3000000,3000,cufinufft,binned_c1,50,403,9.932767691516802e-08,pcg,converged,403,,True,0.1,0,720.4550297588038,0.0008844635484787938,0.019970803883770462,0,0.1,boxeig,ok,,0.0006657585816897424,0.2689664670026559,0.0004433862903285036,0.17868467500238694,477730.6211788942,34352,,20735.684077170543,0.0015227719998165412,4.723544168625378e-05,0.019035882999560272,4.086523573937089e-05,0.01646869000296647,0.0002522731662537228,0.10166608600025029,0.23653022400003465,0.0,0.0,0.0010023170000295067,0.0,5.954588833485271e-05,0.023996992998945643,0.23552790700000514,,0.05176120999999512,0.03634555500002534,0.238571525999987,0.018505731000004744,0.949514636999993,0.0,0.9858601920000183,1.0376214020000134,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,cupy,3.992251050565809e-15,1.0272353700923493e-15,320,162,162,,162,64,2601,33120,2664448,7553.109138378077,75531.09138378076,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,791,792,9.79812929333902e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,64,0,64,64,0,0,2,35721,,,,,,,3.992251050565809e-15,1.0272353700923493e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,791.0,matern,0.1,1.5,1.0,,163216,3000,btab_boxeig_topk_2048_q64,189,792,791,1000,3000000,3000,cufinufft,binned_c1,50,791,9.79812929333902e-08,pcg,converged,791,,True,0.1,0,163.6430282154797,0.0008843575890222478,0.019970806431660527,0,0.1,boxeig,ok,,0.0006500352575785954,0.5148279240022475,0.00043182922629106873,0.34157691799623535,189063.11327739028,33120,,75531.09138378076,0.0016682220000348025,4.600415423604636e-05,0.03638928600071267,4.028369785034605e-05,0.03186440499962373,0.00024525616308536055,0.1939976250005202,0.12751448099993468,0.0,0.0,0.0009983749998809799,0.0,5.805856763356142e-05,0.04592432699814708,0.1265161060000537,,0.026677909999989424,0.04330640500006666,0.1296697600000698,0.018604009999990012,1.4891986259999612,0.0,1.5325050310000279,1.5591829410000173,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,cupy,1.2110288494648587e-14,1.3501583558410274e-15,640,290,290,,290,128,2601,33120,5328896,2075.885079779706,20758.85079779706,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,326,327,9.99525050632514e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.2110288494648587e-14,1.3501583558410274e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,326.0,matern,0.1,1.5,1.0,,163216,3000,btab_boxeig_topk_2048_q128,189,327,326,1000,3000000,3000,cufinufft,binned_c1,50,326,9.99525050632514e-08,pcg,converged,326,,True,0.1,0,163.6430282154797,0.000884399476940507,0.019970810716639566,0,0.1,boxeig,ok,,0.0006666795259867558,0.21800420499766915,0.0004437568067507047,0.14466471900072975,189063.11327739028,33120,,20758.85079779706,0.001644231000000218,4.762122393020404e-05,0.015524519001246517,4.154446012489085e-05,0.013543494000714418,0.0002519089877215304,0.08212232999721891,0.23609092900005635,0.0,0.0,0.001001998999981879,0.0,5.9254085895023264e-05,0.019316832001777584,0.23508893000007447,,0.051437239000051704,0.0427800049999405,0.23816859300018223,0.018344334000175877,0.8141660090000187,0.0,0.8569460139999592,0.9083832530000109,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,2048,,2048,0,"[25, 25]","[51, 51]",2601,topk,2048,,2048,80000,2601,cheap,30,0.01,,cupy,4.241069538685838e-14,2.0767514308156587e-15,960,418,418,,418,192,2601,33120,7993344,894.5960814328688,8945.960814328688,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,251,252,9.931700420574849e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,192,0,192,192,0,0,2,35721,,,,,,,4.241069538685838e-14,2.0767514308156587e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,251.0,matern,0.1,1.5,1.0,,163216,3000,btab_boxeig_topk_2048_q192,189,252,251,1000,3000000,3000,cufinufft,binned_c1,50,251,9.931700420574849e-08,pcg,converged,251,,True,0.1,0,163.6430282154797,0.0008841402579492908,0.019970805140116964,0,0.1,boxeig,ok,,0.000672467257945502,0.16946174900226652,0.0004332720876514448,0.10875129400051264,189063.11327739028,33120,,8945.960814328688,0.0016563320000386739,4.80248366581593e-05,0.012054234001197983,4.084194422257968e-05,0.010251327999867499,0.00024102152191466506,0.06049640200058093,0.3508203129999856,0.0,0.0,0.0009932400000707275,0.0,5.959522310598935e-05,0.014958400999603327,0.3498270729999149,,0.07678329500004111,0.043181975000152306,0.3529641709999396,0.018473991000064416,0.7963868069998625,0.0,0.8395687820000148,0.9163520770000559,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,cupy,1.4166344951312459e-14,1.437638239497407e-15,640,290,290,,290,128,5329,30392,10915840,2076.1633870444334,20761.633870444333,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,378,379,9.91835180842307e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,128,0,128,128,0,0,2,35721,,,,,,,1.4166344951312459e-14,1.437638239497407e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,378.0,matern,0.1,1.5,1.0,,336400,3000,btab_boxeig_topk_4096_q128,189,379,378,1000,3000000,3000,cufinufft,binned_c1,50,378,9.91835180842307e-08,pcg,converged,378,,True,0.1,0,29.51559534762896,0.0008841600131986425,0.019970807069164934,0,0.1,boxeig,ok,,0.0006680288100239395,0.2531829189990731,0.0004442601666668784,0.16793034300008003,63724.11403807059,30392,,20761.633870444333,0.001883883000118658,4.7121957674703264e-05,0.017812100001037834,4.110479893663752e-05,0.015537613998048982,0.00025357407407778574,0.09585100000140301,0.23937066999997114,0.0,0.0,0.0010635749999892141,0.0,5.920393385940048e-05,0.02237908699885338,0.23830709499998193,,0.051499860000149056,0.04278679799995189,0.2417256600001565,0.018362859000035314,0.9078896660000737,0.0,0.9506764640000256,1.0021763240001746,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,cupy,3.0644157074200205e-14,1.9431078081128756e-15,960,418,418,,418,192,5329,30392,16373760,894.8925003561322,8948.925003561322,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,245,246,9.622227160178791e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,192,0,192,192,0,0,2,35721,,,,,,,3.0644157074200205e-14,1.9431078081128756e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,245.0,matern,0.1,1.5,1.0,,336400,3000,btab_boxeig_topk_4096_q192,189,246,245,1000,3000000,3000,cufinufft,binned_c1,50,245,9.622227160178791e-08,pcg,converged,245,,True,0.1,0,29.51559534762896,0.0008840425987646881,0.019970807057237517,0,0.1,boxeig,ok,,0.0006698969065099868,0.16479463900145674,0.0004449567795959132,0.10901441100099873,63724.11403807059,30392,,8948.925003561322,0.0018743470000117668,4.8484857144122e-05,0.011878790000309891,4.175909795628045e-05,0.010230978999288709,0.0002507110244940642,0.06142420100104573,0.3541450069997154,0.0,0.0,0.0010096659998453106,0.0,6.005905713710509e-05,0.014714468998590746,0.3531353409998701,,0.07755061399984697,0.04316482299987001,0.3565061650001553,0.018346885000028124,0.789129512000045,0.0,0.832294334999915,0.909844948999762,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,4096,,4096,0,"[36, 36]","[73, 73]",5329,topk,4096,,4096,80000,5329,cheap,30,0.01,,cupy,3.744469411727406e-14,4.0390940603943216e-15,1280,546,546,,546,256,5329,30392,21831680,451.0712240422259,4510.712240422258,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,182,183,7.730713655057082e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,256,0,256,256,0,0,2,35721,,,,,,,3.744469411727406e-14,4.0390940603943216e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,182.0,matern,0.1,1.5,1.0,,336400,3000,btab_boxeig_topk_4096_q256,189,183,182,1000,3000000,3000,cufinufft,binned_c1,50,182,7.730713655057082e-08,pcg,converged,182,,True,0.1,0,29.51559534762896,0.0008841631078240522,0.01997080524683012,0,0.1,boxeig,ok,,0.0006776005409740277,0.12400089899824707,0.00045246426921764126,0.08234849699761071,63724.11403807059,30392,,4510.712240422258,0.0019259429998328415,4.885342307536301e-05,0.008891322999716067,4.170711538011217e-05,0.007590694999180414,0.00025752620329208033,0.04686976899915862,0.6742283750002116,0.0,0.0,0.001059820000136824,0.0,6.046443407005707e-05,0.011004527000750386,0.6731685550000748,,0.10412261700003,0.04330229699985466,0.676679570000033,0.01838936400008606,1.004292955999972,0.0,1.0475952529998267,1.1517178699998567,1e-07,,,80000,v7_btab_boxeig
35721,expanded_box,topk,8192,,8192,0,"[51, 51]","[103, 103]",10609,topk,8192,,8192,80000,10609,cheap,30,0.01,,cupy,9.006496891456157e-15,1.576472738141693e-15,640,290,290,,290,128,10609,25112,21729280,2076.2043911186365,20762.043911186363,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,group_a,boxeig,432,433,9.761478352614939e-08,0,,,2,synthetic_true_func_2d_n3000000,False,NVIDIA A100-SXM4-40GB,cheap,128,0,128,128,0,0,2,35721,,,,,,,9.006496891456157e-15,1.576472738141693e-15,,,,,1e-05,,,boxeig,2999999.999996535,True,,nan,0,0,,nan,0,0,0,0,False,432.0,matern,0.1,1.5,1.0,,672400,3000,btab_boxeig_topk_8192_q128,189,433,432,1000,3000000,3000,cufinufft,binned_c1,50,432,9.761478352614939e-08,pcg,converged,432,,True,0.1,0,5.520097879512786,0.0008845344497247201,0.019970805806869028,0,0.1,boxeig,ok,,0.0006669402609676903,0.2887851329990099,0.0004465314444488471,0.19290158400190194,20444.488157514184,25112,,20762.043911186363,0.0023540589997992356,4.7150534735844e-05,0.020369031005884608,4.2161631933334286e-05,0.01821382499520041,0.00025478068981551924,0.11006525800030431,0.24201024900003176,0.0,0.0,0.0011132780000480125,0.0,5.906381017879354e-05,0.02551556599723881,0.24089697099998375,,0.05358976299999085,0.043416797999952905,0.24485708299994258,0.018534993999992366,1.008253072000116,0.0,1.0516698700000688,1.1052596330000597,1e-07,,,80000,v7_btab_boxeig
