run_id,timestamp,mode,precompute_method,N,eps,top_q,reg_lambda,cg_tol,wall_s_outer_s,rmse_test,peak_mem_gb,status,error,cg_iters,cg_relres,n_matvec,t_matvec_total,n_precond,t_precond_total,time_eigenspace,time_precond_build,time_solve,time_predict,nufft_stage,device_name,eig_nystrom_kernel_s,surrogate_tag,t_original_exact_gpu_precompute_v1_s,time_precompute_NUFFT,time_precompute_binned,time_precompute,time_train,wall_s_total,repeat_idx,repeat_count,precompute_benchmark_note,binned_theta_actual,binned_G,binned_num_occupied_bins,effective_work_ratio,binned_used_exact_dense_point_nufft,binned_order_bins_final,binned_allow_exact_nufft_fallback,t_h2d_xy_s,t_gpu_fused_bin_moments_s,t_compact_occupied_s,t_binned_cufinufft_on_centers_s,t_rhs_D_multiply_s
20260507_205016_eps1e-07_gpu_v1_topq0_pcmoriginal_q0_N100000_20260421,2026-05-07T20:56:29.553710,gpu_v1_topq0,original,100000,1e-07,0,0.1,1e-06,55.65089040005114,0.0025973327133026677,1.8952919021248817,ok,,418,7.353047159200285e-07,419,53.711946900119074,0,,0.0,0.0,55.367937799950596,0.050872000050731,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,,,0.2289057999732904,0.2289057999732904,,0.2289057999732904,55.596843599923886,55.64771559997462,0,1,,,,,,,,,,,,,
20260507_205016_eps1e-07_gpu_v1_topq0_pcmc1_q0_N100000_20260421,2026-05-07T20:57:33.197828,gpu_v1_topq0,c1,100000,1e-07,0,0.1,1e-06,63.07828529999824,0.0028703612113363543,1.9140640273690224,ok,,424,9.170751486997674e-07,425,60.55207939888351,0,,0.0,0.0,62.44057370000519,0.05586929997662082,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,,,,,0.5501383999944665,0.5501383999944665,62.990712099999655,63.046581399976276,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.0017031999886967242,0.0017036999925039709,0.005130500008817762,0.5210686000064015,0.00119859998812899
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q45_N100000_20260421,2026-05-07T20:58:13.220097,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,45,0.1,1e-06,39.52193460002309,0.0025996567176992595,1.5020507806912065,ok,,184,9.580234690470456e-07,185,32.4088798998273,184,0.21681299997726455,0.4215177000151016,0.0003597000031732023,33.87359929998638,0.08097690000431612,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.42139339999994263,coordinate_nystrom_s2400_q45_oversample10_low0.25,5.142231000005268,5.142231000005268,,5.142231000005268,39.43770770000992,39.51868460001424,0,1,,,,,,,,,,,,,
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q45_N100000_20260421,2026-05-07T20:58:39.824857,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,45,0.1,1e-06,26.098696500004735,0.002870181900314857,1.6192382806912065,ok,,193,8.941309081699492e-07,194,18.035313699801918,193,0.11672150006052107,1.4139567000092939,0.0003504999913275242,19.79469060001429,0.07702920003794134,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,1.4138347000116482,coordinate_nystrom_s2400_q45_oversample10_low0.25,,,4.777110299968626,4.777110299968626,25.98610809998354,26.06313730002148,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.0009165999945253134,0.0009170999983325601,0.0020453999750316143,4.751584000012372,0.0012937000137753785
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q90_N100000_20260421,2026-05-07T21:18:35.383991,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,90,0.1,1e-06,1194.9831355999922,0.002598804158224538,1.5098632806912065,ok,,111,9.678162990275182e-07,112,1150.1530563000706,111,0.07401749968994409,0.5079973000101745,0.0006034999969415367,1194.0534482999938,0.032835900026839226,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.5078419999917969,coordinate_nystrom_s2400_q90_oversample10_low0.25,0.27385910000884905,0.27385910000884905,,0.27385910000884905,1194.8359082000097,1194.8687441000366,0,1,,,,,,,,,,,,,
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q90_N100000_20260421,2026-05-07T21:18:42.501440,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,90,0.1,1e-06,6.3305898000253364,0.002871409566223264,1.6075195306912065,ok,,121,8.199518554749427e-07,122,5.404717900091782,121,0.085863700020127,0.37247619999106973,0.0006707999855279922,5.75206240004627,0.01364249998005107,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.37232399999629706,coordinate_nystrom_s2400_q90_oversample10_low0.25,,,0.1656391999567859,0.1656391999567859,6.290848599979654,6.304491099959705,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.0010226999875158072,0.0010234999936074018,0.0027920000138692558,0.13955560000613332,0.0011915999930351973
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q180_N100000_20260421,2026-05-07T21:18:46.577139,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,180,0.1,1e-06,3.576778099988587,0.002598191407208461,1.5196289056912065,ok,,61,9.649880042546884e-07,62,2.7423071999219246,61,0.04621090000728145,0.5343512000399642,0.0003494999837130308,2.926578300015535,0.016190399997867644,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,0.5342108000186272,coordinate_nystrom_s2400_q180_oversample10_low0.25,0.09769319999031723,0.09769319999031723,,0.09769319999031723,3.5589722000295296,3.5751626000273973,0,1,,,,,,,,,,,,,
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q180_N100000_20260421,2026-05-07T21:18:50.897932,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,180,0.1,1e-06,3.7665366000146605,0.00287140478864439,1.6075195306912065,ok,,64,9.330736131940259e-07,65,2.8450839002034627,64,0.0383961001643911,0.5431883000419475,0.00037209998117759824,3.0179045000113547,0.013006199966184795,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,0.5430368999950588,coordinate_nystrom_s2400_q180_oversample10_low0.25,,,0.16114669997477904,0.16114669997477904,3.722611600009259,3.7356177999754436,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00019750004867091775,0.0001979000517167151,0.0015072000096552074,0.13733920000959188,0.001310999970883131
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmoriginal_q360_N100000_20260421,2026-05-07T21:18:55.312257,gpu_v3_topq_eigenpro_nystrom,original,100000,1e-07,360,0.1,1e-06,3.8969823999796063,0.0025978192456357027,1.5196289056912065,ok,,56,8.658978285547455e-07,57,2.5342162998276763,56,0.03258400020422414,1.0935674000065774,0.0003494999837130308,2.681315199995879,0.013549499970395118,cufinufft,NVIDIA GeForce RTX 3050 Laptop GPU,1.093411800044123,coordinate_nystrom_s2400_q360_oversample10_low0.25,0.10589810000965372,0.10589810000965372,,0.10589810000965372,3.881130199995823,3.8946796999662183,0,1,,,,,,,,,,,,,
20260507_205016_eps1e-07_gpu_v3_topq_eigenpro_nystrom_pcmc1_q360_N100000_20260421,2026-05-07T21:19:00.333233,gpu_v3_topq_eigenpro_nystrom,c1,100000,1e-07,360,0.1,1e-06,4.5178533999715,0.0028711669551032813,1.6075195306912065,ok,,56,9.286776436038428e-07,57,2.9619059003307484,56,0.04009720002068207,1.1760662000160664,0.0004953999887220562,3.1328003000235185,0.01881799998227507,binned_c1,NVIDIA GeForce RTX 3050 Laptop GPU,1.1758885000017472,coordinate_nystrom_s2400_q360_oversample10_low0.25,,,0.1608867000322789,0.1608867000322789,4.470248600060586,4.489066600042861,0,1,"binned pcm: build_binned_efgp_system provides XtXcol + rhs, then Gf=FFTN(XtXcol); no exact gpu_precompute_v1 is executed in this path.",17.41947884979242,12321.0,12320.0,0.7392,0.0,C1,0.0,0.00019679998513311148,0.00019729998894035816,0.0012285999837331474,0.1377311999676749,0.001195100019685924
