mode,top_q,precompute_method,N,eps,wall_s_total_median,wall_s_total_mean,wall_s_total_std,wall_s_total_p10,wall_s_total_p90,time_train_median,time_train_mean,time_train_std,time_train_p10,time_train_p90,time_precompute_median,time_precompute_mean,time_precompute_std,time_precompute_p10,time_precompute_p90,time_precompute_NUFFT_median,time_precompute_NUFFT_mean,time_precompute_NUFFT_std,time_precompute_NUFFT_p10,time_precompute_NUFFT_p90,time_precompute_binned_median,time_precompute_binned_mean,time_precompute_binned_std,time_precompute_binned_p10,time_precompute_binned_p90,t_original_exact_gpu_precompute_v1_s_median,t_original_exact_gpu_precompute_v1_s_mean,t_original_exact_gpu_precompute_v1_s_std,t_original_exact_gpu_precompute_v1_s_p10,t_original_exact_gpu_precompute_v1_s_p90,t_original_efgp_solver_precompute_s_median,t_original_efgp_solver_precompute_s_mean,t_original_efgp_solver_precompute_s_std,t_original_efgp_solver_precompute_s_p10,t_original_efgp_solver_precompute_s_p90,t_h2d_xy_s_median,t_h2d_xy_s_mean,t_h2d_xy_s_std,t_h2d_xy_s_p10,t_h2d_xy_s_p90,t_gpu_fused_bin_moments_s_median,t_gpu_fused_bin_moments_s_mean,t_gpu_fused_bin_moments_s_std,t_gpu_fused_bin_moments_s_p10,t_gpu_fused_bin_moments_s_p90,t_compact_occupied_s_median,t_compact_occupied_s_mean,t_compact_occupied_s_std,t_compact_occupied_s_p10,t_compact_occupied_s_p90,t_binned_cufinufft_on_centers_s_median,t_binned_cufinufft_on_centers_s_mean,t_binned_cufinufft_on_centers_s_std,t_binned_cufinufft_on_centers_s_p10,t_binned_cufinufft_on_centers_s_p90,t_rhs_D_multiply_s_median,t_rhs_D_multiply_s_mean,t_rhs_D_multiply_s_std,t_rhs_D_multiply_s_p10,t_rhs_D_multiply_s_p90,t_exact_dense_point_dual_nufft_s_median,t_exact_dense_point_dual_nufft_s_mean,t_exact_dense_point_dual_nufft_s_std,t_exact_dense_point_dual_nufft_s_p10,t_exact_dense_point_dual_nufft_s_p90,t_gpu_to_cpu_copy_s_median,t_gpu_to_cpu_copy_s_mean,t_gpu_to_cpu_copy_s_std,t_gpu_to_cpu_copy_s_p10,t_gpu_to_cpu_copy_s_p90,effective_work_ratio_median,effective_work_ratio_mean,effective_work_ratio_std,effective_work_ratio_p10,effective_work_ratio_p90,binned_used_exact_dense_point_nufft_median,binned_used_exact_dense_point_nufft_mean,binned_used_exact_dense_point_nufft_std,binned_used_exact_dense_point_nufft_p10,binned_used_exact_dense_point_nufft_p90,time_eigenspace_median,time_eigenspace_mean,time_eigenspace_std,time_eigenspace_p10,time_eigenspace_p90,time_precond_build_median,time_precond_build_mean,time_precond_build_std,time_precond_build_p10,time_precond_build_p90,time_solve_median,time_solve_mean,time_solve_std,time_solve_p10,time_solve_p90,time_predict_median,time_predict_mean,time_predict_std,time_predict_p10,time_predict_p90,cg_iters_median,cg_iters_mean,cg_iters_std,cg_iters_p10,cg_iters_p90,t_matvec_total_median,t_matvec_total_mean,t_matvec_total_std,t_matvec_total_p10,t_matvec_total_p90,t_precond_total_median,t_precond_total_mean,t_precond_total_std,t_precond_total_p10,t_precond_total_p90,rmse_test_median,rmse_test_mean,rmse_test_std,rmse_test_p10,rmse_test_p90,peak_mem_gb_median,peak_mem_gb_mean,peak_mem_gb_std,peak_mem_gb_p10,peak_mem_gb_p90,repeat_count,fail_count,logN,logT,local_alpha
gpu_v1_topq0,0,c1,100000,1e-07,63.046581399976276,63.046581399976276,,63.046581399976276,63.046581399976276,62.990712099999655,62.990712099999655,,62.990712099999655,62.990712099999655,0.5501383999944665,0.5501383999944665,,0.5501383999944665,0.5501383999944665,,,,,,0.5501383999944665,0.5501383999944665,,0.5501383999944665,0.5501383999944665,,,,,,,,,,,0.0017031999886967242,0.0017031999886967242,,0.0017031999886967242,0.0017031999886967242,0.0017036999925039709,0.0017036999925039709,,0.0017036999925039709,0.0017036999925039709,0.005130500008817762,0.005130500008817762,,0.005130500008817762,0.005130500008817762,0.5210686000064015,0.5210686000064015,,0.5210686000064015,0.5210686000064015,0.00119859998812899,0.00119859998812899,,0.00119859998812899,0.00119859998812899,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,62.44057370000519,62.44057370000519,,62.44057370000519,62.44057370000519,0.05586929997662082,0.05586929997662082,,0.05586929997662082,0.05586929997662082,424.0,424.0,,424.0,424.0,60.55207939888351,60.55207939888351,,60.55207939888351,60.55207939888351,,,,,,0.0028703612113363543,0.0028703612113363543,,0.0028703612113363543,0.0028703612113363543,1.9140640273690224,1.9140640273690224,,1.9140640273690224,1.9140640273690224,1,0,11.512925464970229,4.142987288538974,
gpu_v1_topq0,0,c1,300000,1e-07,78.48494939994998,78.48494939994998,,78.48494939994998,78.48494939994998,78.44550919998437,78.44550919998437,,78.44550919998437,78.44550919998437,0.4552939999848604,0.4552939999848604,,0.4552939999848604,0.4552939999848604,,,,,,0.4552939999848604,0.4552939999848604,,0.4552939999848604,0.4552939999848604,,,,,,,,,,,0.002006300026550889,0.002006300026550889,,0.002006300026550889,0.002006300026550889,0.002006900031119585,0.002006900031119585,,0.002006900031119585,0.002006900031119585,0.0026965999859385192,0.0026965999859385192,,0.0026965999859385192,0.0026965999859385192,0.39164540002821013,0.39164540002821013,,0.39164540002821013,0.39164540002821013,0.001626300043426454,0.001626300043426454,,0.001626300043426454,0.001626300043426454,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,77.99021519999951,77.99021519999951,,77.99021519999951,77.99021519999951,0.0394401999656111,0.0394401999656111,,0.0394401999656111,0.0394401999656111,611.0,611.0,,611.0,611.0,75.67824129969813,75.67824129969813,,75.67824129969813,75.67824129969813,,,,,,0.001883425467072394,0.001883425467072394,,0.001883425467072394,0.001883425467072394,1.2872070306912065,1.2872070306912065,,1.2872070306912065,1.2872070306912065,1,0,12.611537753638338,4.362404233435811,0.19972191023172045
gpu_v1_topq0,0,original,100000,1e-07,55.64771559997462,55.64771559997462,,55.64771559997462,55.64771559997462,55.596843599923886,55.596843599923886,,55.596843599923886,55.596843599923886,0.2289057999732904,0.2289057999732904,,0.2289057999732904,0.2289057999732904,0.2289057999732904,0.2289057999732904,,0.2289057999732904,0.2289057999732904,,,,,,0.2289057999732904,0.2289057999732904,,0.2289057999732904,0.2289057999732904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,55.367937799950596,55.367937799950596,,55.367937799950596,55.367937799950596,0.050872000050731,0.050872000050731,,0.050872000050731,0.050872000050731,418.0,418.0,,418.0,418.0,53.711946900119074,53.711946900119074,,53.711946900119074,53.711946900119074,,,,,,0.0025973327133026677,0.0025973327133026677,,0.0025973327133026677,0.0025973327133026677,1.8952919021248817,1.8952919021248817,,1.8952919021248817,1.8952919021248817,1,0,11.512925464970229,4.01812642985953,
gpu_v1_topq0,0,original,300000,1e-07,71.86940929997945,71.86940929997945,,71.86940929997945,71.86940929997945,71.82953180000186,71.82953180000186,,71.82953180000186,71.82953180000186,0.26373619999503717,0.26373619999503717,,0.26373619999503717,0.26373619999503717,0.26373619999503717,0.26373619999503717,,0.26373619999503717,0.26373619999503717,,,,,,0.26373619999503717,0.26373619999503717,,0.26373619999503717,0.26373619999503717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,71.56579560000682,71.56579560000682,,71.56579560000682,71.56579560000682,0.03987749997759238,0.03987749997759238,,0.03987749997759238,0.03987749997759238,610.0,610.0,,610.0,610.0,69.4434542003437,69.4434542003437,,69.4434542003437,69.4434542003437,,,,,,0.0018169003195937245,0.0018169003195937245,,0.0018169003195937245,0.0018169003195937245,1.2442382806912065,1.2442382806912065,,1.2442382806912065,1.2442382806912065,1,0,12.611537753638338,4.274295697897596,0.2331753164245326
gpu_v3_topq_eigenpro_nystrom,45,c1,100000,1e-07,26.06313730002148,26.06313730002148,,26.06313730002148,26.06313730002148,25.98610809998354,25.98610809998354,,25.98610809998354,25.98610809998354,4.777110299968626,4.777110299968626,,4.777110299968626,4.777110299968626,,,,,,4.777110299968626,4.777110299968626,,4.777110299968626,4.777110299968626,,,,,,,,,,,0.0009165999945253134,0.0009165999945253134,,0.0009165999945253134,0.0009165999945253134,0.0009170999983325601,0.0009170999983325601,,0.0009170999983325601,0.0009170999983325601,0.0020453999750316143,0.0020453999750316143,,0.0020453999750316143,0.0020453999750316143,4.751584000012372,4.751584000012372,,4.751584000012372,4.751584000012372,0.0012937000137753785,0.0012937000137753785,,0.0012937000137753785,0.0012937000137753785,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,1.4139567000092939,1.4139567000092939,,1.4139567000092939,1.4139567000092939,0.0003504999913275242,0.0003504999913275242,,0.0003504999913275242,0.0003504999913275242,19.79469060001429,19.79469060001429,,19.79469060001429,19.79469060001429,0.07702920003794134,0.07702920003794134,,0.07702920003794134,0.07702920003794134,193.0,193.0,,193.0,193.0,18.035313699801918,18.035313699801918,,18.035313699801918,18.035313699801918,0.11672150006052107,0.11672150006052107,,0.11672150006052107,0.11672150006052107,0.002870181900314857,0.002870181900314857,,0.002870181900314857,0.002870181900314857,1.6192382806912065,1.6192382806912065,,1.6192382806912065,1.6192382806912065,1,0,11.512925464970229,3.2575620913835297,
gpu_v3_topq_eigenpro_nystrom,45,c1,300000,1e-07,36.21292819996597,36.21292819996597,,36.21292819996597,36.21292819996597,36.17293439997593,36.17293439997593,,36.17293439997593,36.17293439997593,0.40938919998006895,0.40938919998006895,,0.40938919998006895,0.40938919998006895,,,,,,0.40938919998006895,0.40938919998006895,,0.40938919998006895,0.40938919998006895,,,,,,,,,,,0.0019850999815389514,0.0019850999815389514,,0.0019850999815389514,0.0019850999815389514,0.001986699993722141,0.001986699993722141,,0.001986699993722141,0.001986699993722141,0.0018982000183314085,0.0018982000183314085,,0.0018982000183314085,0.0018982000183314085,0.346847600012552,0.346847600012552,,0.346847600012552,0.346847600012552,0.0016481000347994268,0.0016481000347994268,,0.0016481000347994268,0.0016481000347994268,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.43311939999694005,0.43311939999694005,,0.43311939999694005,0.43311939999694005,0.0008018999942578375,0.0008018999942578375,,0.0008018999942578375,0.0008018999942578375,35.32962390000466,35.32962390000466,,35.32962390000466,35.32962390000466,0.039993799990043044,0.039993799990043044,,0.039993799990043044,0.039993799990043044,277.0,277.0,,277.0,277.0,33.89838019979652,33.89838019979652,,33.89838019979652,33.89838019979652,0.21987089957110584,0.21987089957110584,,0.21987089957110584,0.21987089957110584,0.0018832771312458764,0.0018832771312458764,,0.0018832771312458764,0.0018832771312458764,1.6641601556912065,1.6641601556912065,,1.6641601556912065,1.6641601556912065,1,0,12.611537753638338,3.588311170679278,0.3010607861457005
gpu_v3_topq_eigenpro_nystrom,45,original,100000,1e-07,39.51868460001424,39.51868460001424,,39.51868460001424,39.51868460001424,39.43770770000992,39.43770770000992,,39.43770770000992,39.43770770000992,5.142231000005268,5.142231000005268,,5.142231000005268,5.142231000005268,5.142231000005268,5.142231000005268,,5.142231000005268,5.142231000005268,,,,,,5.142231000005268,5.142231000005268,,5.142231000005268,5.142231000005268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215177000151016,0.4215177000151016,,0.4215177000151016,0.4215177000151016,0.0003597000031732023,0.0003597000031732023,,0.0003597000031732023,0.0003597000031732023,33.87359929998638,33.87359929998638,,33.87359929998638,33.87359929998638,0.08097690000431612,0.08097690000431612,,0.08097690000431612,0.08097690000431612,184.0,184.0,,184.0,184.0,32.4088798998273,32.4088798998273,,32.4088798998273,32.4088798998273,0.21681299997726455,0.21681299997726455,,0.21681299997726455,0.21681299997726455,0.0025996567176992595,0.0025996567176992595,,0.0025996567176992595,0.0025996567176992595,1.5020507806912065,1.5020507806912065,,1.5020507806912065,1.5020507806912065,1,0,11.512925464970229,3.6747224068488293,
gpu_v3_topq_eigenpro_nystrom,45,original,300000,1e-07,34.2661466000136,34.2661466000136,,34.2661466000136,34.2661466000136,34.226611500023864,34.226611500023864,,34.226611500023864,34.226611500023864,0.2649616000126116,0.2649616000126116,,0.2649616000126116,0.2649616000126116,0.2649616000126116,0.2649616000126116,,0.2649616000126116,0.2649616000126116,,,,,,0.2649616000126116,0.2649616000126116,,0.2649616000126116,0.2649616000126116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45990319998236373,0.45990319998236373,,0.45990319998236373,0.45990319998236373,0.0006691000307910144,0.0006691000307910144,,0.0006691000307910144,0.0006691000307910144,33.5010775999981,33.5010775999981,,33.5010775999981,33.5010775999981,0.03953509998973459,0.03953509998973459,,0.03953509998973459,0.03953509998973459,259.0,259.0,,259.0,259.0,32.10566099995049,32.10566099995049,,32.10566099995049,32.10566099995049,0.1964077996672131,0.1964077996672131,,0.1964077996672131,0.1964077996672131,0.0018182016824706778,0.0018182016824706778,,0.0018182016824706778,0.0018182016824706778,1.5606445306912065,1.5606445306912065,,1.5606445306912065,1.5606445306912065,1,0,12.611537753638338,3.5330034555305665,-0.12899814864630205
gpu_v3_topq_eigenpro_nystrom,90,c1,100000,1e-07,6.304491099959705,6.304491099959705,,6.304491099959705,6.304491099959705,6.290848599979654,6.290848599979654,,6.290848599979654,6.290848599979654,0.1656391999567859,0.1656391999567859,,0.1656391999567859,0.1656391999567859,,,,,,0.1656391999567859,0.1656391999567859,,0.1656391999567859,0.1656391999567859,,,,,,,,,,,0.0010226999875158072,0.0010226999875158072,,0.0010226999875158072,0.0010226999875158072,0.0010234999936074018,0.0010234999936074018,,0.0010234999936074018,0.0010234999936074018,0.0027920000138692558,0.0027920000138692558,,0.0027920000138692558,0.0027920000138692558,0.13955560000613332,0.13955560000613332,,0.13955560000613332,0.13955560000613332,0.0011915999930351973,0.0011915999930351973,,0.0011915999930351973,0.0011915999930351973,,,,,,,,,,,0.7392,0.7392,,0.7392,0.7392,0.0,0.0,,0.0,0.0,0.37247619999106973,0.37247619999106973,,0.37247619999106973,0.37247619999106973,0.0006707999855279922,0.0006707999855279922,,0.0006707999855279922,0.0006707999855279922,5.75206240004627,5.75206240004627,,5.75206240004627,5.75206240004627,0.01364249998005107,0.01364249998005107,,0.01364249998005107,0.01364249998005107,121.0,121.0,,121.0,121.0,5.404717900091782,5.404717900091782,,5.404717900091782,5.404717900091782,0.085863700020127,0.085863700020127,,0.085863700020127,0.085863700020127,0.002871409566223264,0.002871409566223264,,0.002871409566223264,0.002871409566223264,1.6075195306912065,1.6075195306912065,,1.6075195306912065,1.6075195306912065,1,0,11.512925464970229,1.8390959741688524,
gpu_v3_topq_eigenpro_nystrom,90,c1,300000,1e-07,21.207640499982517,21.207640499982517,,21.207640499982517,21.207640499982517,21.170163000002503,21.170163000002503,,21.170163000002503,21.170163000002503,0.41052450001006946,0.41052450001006946,,0.41052450001006946,0.41052450001006946,,,,,,0.41052450001006946,0.41052450001006946,,0.41052450001006946,0.41052450001006946,,,,,,,,,,,0.0019721999997273088,0.0019721999997273088,,0.0019721999997273088,0.0019721999997273088,0.001973100006580353,0.001973100006580353,,0.001973100006580353,0.001973100006580353,0.0019252000492997468,0.0019252000492997468,,0.0019252000492997468,0.0019252000492997468,0.3482826999970712,0.3482826999970712,,0.3482826999970712,0.3482826999970712,0.0016657999949529767,0.0016657999949529767,,0.0016657999949529767,0.0016657999949529767,,,,,,,,,,,0.74486,0.74486,,0.74486,0.74486,0.0,0.0,,0.0,0.0,0.625909700000193,0.625909700000193,,0.625909700000193,0.625909700000193,0.000686699990183115,0.000686699990183115,,0.000686699990183115,0.000686699990183115,20.133042100002058,20.133042100002058,,20.133042100002058,20.133042100002058,0.03747749998001382,0.03747749998001382,,0.03747749998001382,0.03747749998001382,156.0,156.0,,156.0,156.0,19.28594310040353,19.28594310040353,,19.28594310040353,19.28594310040353,0.12060849991394207,0.12060849991394207,,0.12060849991394207,0.12060849991394207,0.0018842291460413987,0.0018842291460413987,,0.0018842291460413987,0.0018842291460413987,1.6563476556912065,1.6563476556912065,,1.6563476556912065,1.6563476556912065,1,0,12.611537753638338,3.0525927846921204,1.104572398324834
