Dataset,N,Kernel,reg_lambda,Method,method,top-k,|B|,q,Iter.,T_solve,T_total,RMSE,RMSE / RMSE_EFGP,Speedup
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,4.498725499000102,4.517381305000072,0.1231076865312251,0.993550627355743,0.4309806714445665
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_728,728.0,961.0,,3000,4.571831057000054,4.593454761999965,0.1231425311092182,0.9938318433650798,0.4238430830115309
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,3000,4.618878961000064,4.640243318999865,0.1231292329613748,0.9937245195780381,0.41956938336149346
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,3000,4.97607739,4.997225609999987,0.1231594126669999,0.9939680873543655,0.38959698439552104
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,3000,6.4615001740000935,6.482908897000016,0.1232705433288563,0.9948649764269896,0.30031334065190984
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,408,1.0355043869999463,1.0569955290000053,0.1230750642901743,0.9932873468979988,1.8419226709898915
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q192,4096.0,5329.0,192.0,362,0.9733976970001096,0.9950291909999578,0.1230750714092767,0.9932874043532955,1.9566300623236144
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_4096_q256,4096.0,5329.0,256.0,220,0.8800639020000744,0.901482599000019,0.1230750588890438,0.9932873033077344,2.1596690054358127
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q192,8192.0,10609.0,192.0,294,0.8756529520001095,0.8974092670000573,0.1230750796116668,0.993287470551354,2.1694717222035758
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q256,8192.0,10609.0,256.0,212,1.2629389569999605,1.2845039819999329,0.1230750734025503,0.9932874204401727,1.5156854749245647
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_8192_q320,8192.0,10609.0,320.0,162,0.980079896999996,1.0013779439998416,0.1230750735652627,0.9932874217533564,1.9442249948340893
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q192,16384.0,21025.0,192.0,197,0.6999992879998445,0.720740479999904,0.1230750854585283,0.9932875177389267,2.7012552812356567
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q256,16384.0,21025.0,256.0,144,0.7224287930000628,0.742013727000085,0.1230750627262875,0.9932873342765228,2.623811335500859
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_16384_q320,16384.0,21025.0,320.0,111,0.784775910999997,0.8043321679999735,0.123075066534964,0.9932873650147572,2.420522397905795
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,5.226118284000222,5.244846380000126,0.3955906643979583,0.9995332109132193,0.14872853282696125
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Active inverse,btab_auto_topk_1024,1024.0,1225.0,,3000,5.94431565099967,5.96348659799969,0.3955760282627883,0.9994962300021453,0.13080574495830502
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_256_q64,256.0,361.0,64.0,265,0.5910018619997572,0.6102378169998701,0.3956503092341407,0.9996839146582495,1.2782857523239726
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_512_q128,512.0,625.0,128.0,25,0.2823428370002148,0.3015352870002061,0.3956503063337176,0.9996839073297925,2.5869552938913065
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,SE,0.1,Box-EigenPro,btab_boxeig_topk_768_q128,768.0,961.0,128.0,5,0.2410671050001838,0.2601240859999052,0.3956503074773207,0.9996839102193179,2.998793072166727
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_512,512.0,625.0,,3000,4.484397086999934,4.549520688999792,0.1152380199847072,1.000068401691521,1.1669803042850446
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_728,728.0,961.0,,3000,4.5224292030000015,4.596675448000042,0.1153362477523588,1.0009208502723808,1.1550088967690884
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_1024,1024.0,1369.0,,3000,4.625939595000091,4.700460291999889,0.1154500466807508,1.0019084298268222,1.1295066244972352
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_2048,2048.0,2601.0,,3000,4.9591771060001975,5.033763958000009,0.1158685380057145,1.0055402168927032,1.0547179173076502
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Active inverse,btab_auto_topk_4096,4096.0,5329.0,,3000,6.486507244999984,6.561388586000021,0.1161428540994083,1.007920810184874,0.8091581482200704
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain10000000,10000000,Matern-1.5,0.1,Box-EigenPro,btab_boxeig_topk_2048_q192,2048.0,2601.0,192.0,1197,2.3644535020000603,2.4387501369999427,0.1151475750725483,0.9992834949501879,2.177017217734023
