dataset_stem,eps,method,selector_tag,btab_eig_q,btab_active_size_raw,btab_box_size,btab_eig_size_S,btab_eig_size_T,rho_max_T,tail_energy,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,theta_q1_over_sigma2,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_storage_bytes,btab_eig_n_eig_matvec,btab_eig_n_ABB_matvec_cols,btab_eig_ncv_actual,btab_eig_backend,cg_iters,outer_iters,time_eig_setup,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_train,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,3940.556332249953,1388672.4014116372,7661.716324097147,76617.16324097147,76617.16324097147,3.863314313771499e-15,1.0849347342872616e-15,641024.0,162.0,162.0,162.0,cupy,1009,1009,0.1824198000103933,0.1869019000005209,3.3612192000000505,3.626327800011495,0.0490301999961957,3.675358000007691,0.0307311460406811,0.0311743053888623
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain3000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,3940.556332249953,1388672.4014116372,1859.3162735294368,18593.162735294365,18593.162735294365,9.81147881641856e-15,1.914311376798875e-15,1282048.0,290.0,290.0,290.0,cupy,640,640,0.3594528999965405,0.3637741999991704,2.423081300003105,2.687028100001044,0.084185100000468,2.771213200001512,0.0307309949741391,0.0311741602412629
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,7687.9638810181505,76879.6388101815,76879.6388101815,2.180026102466129e-15,9.542654781387916e-16,701440.0,98.0,98.0,98.0,cupy,502,502,0.1132165000017266,0.1381571000092663,1.6992382000025827,1.7971142000023974,0.6486485000059474,2.445762700008345,0.0199366521739869,0.0012477238519757
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,2521.0591190758323,25210.59119075832,25210.59119075832,4.886904713470564e-15,1.174162746868687e-15,1402880.0,162.0,162.0,162.0,cupy,267,267,0.1855815000017173,0.1900629000010667,1.036908800000674,1.1317703999957305,0.041060000003199,1.1728303999989294,0.0199366887304671,0.0012482834255106
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,240.15142962489767,159243.36646229576,691.2102426268262,6912.102426268262,6912.102426268262,1.1368673297384794e-14,1.6174832027145822e-15,2805760.0,290.0,290.0,290.0,cupy,116,116,0.3400008000025991,0.3449134000111371,0.6993613999948138,0.790678499994101,0.0762565000040922,0.8669349999981932,0.0199366631551998,0.0012470265651216
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,7683.902607350541,76839.0260735054,76839.0260735054,1.792538023768794e-15,9.87284143150582e-16,320512.0,98.0,98.0,98.0,cupy,403,403,0.2266774000017903,0.2714473999949405,1.593477400005213,1.6863053999986732,0.9054149000003237,2.591720299998997,0.019936718050951,0.0012508547701359
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,2514.3470578862407,25143.470578862405,25143.470578862405,4.811112762346255e-15,1.109644394592103e-15,641024.0,162.0,162.0,162.0,cupy,231,231,0.1906483000057051,0.194677599996794,0.9327958999929252,1.024738599997363,0.0403619999997317,1.0651005999970948,0.0199366714621427,0.0012482312206247
synthetic_true_func_2d_n1000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,1313.5162514396102,462889.7870762957,681.6580303956343,6816.580303956343,6816.580303956343,1.4854154745678736e-14,1.4061143476157644e-15,1282048.0,290.0,290.0,290.0,cupy,214,214,0.3850455000065267,0.3890707999962615,1.0689752999896882,1.164986099989619,0.0781973999983165,1.2431834999879356,0.019936573007061,0.0012480010433838
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q32,topk_1024,32.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,23059.522591552766,230595.22591552764,230595.22591552764,2.9449439275871058e-15,9.331463092335249e-16,701440.0,98.0,98.0,98.0,cupy,472,472,0.1104349000088404,0.1151730999990832,1.615220199993928,1.87081279999984,0.0250280999898677,1.8958408999897076,0.0199709785170411,0.0008836978358169
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q64,topk_1024,64.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,7551.569610082596,75515.69610082595,75515.69610082595,3.407480545283227e-15,9.888777407728642e-16,1402880.0,162.0,162.0,162.0,cupy,252,252,0.2010701999970479,0.2058709999982966,1.007637100003194,1.2696579000039492,0.0397808999987319,1.309438800002681,0.0199709710873345,0.000883228410024
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_1024_q128,topk_1024,128.0,1024,1369,1369.0,34352.0,720.4550297587765,477730.621178876,2073.577604084649,20735.776040846493,20735.776040846493,1.1249232057608756e-14,1.5137170667437392e-15,2805760.0,290.0,290.0,290.0,cupy,164,164,0.3487812999956077,0.3535843999998178,0.890792699996382,1.1458496999985073,0.0814802999957464,1.2273299999942535,0.0199709524847731,0.0008802095756929
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q32,topk_512,32.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,23047.579093510238,230475.79093510236,230475.79093510236,2.0666653106620588e-15,1.0259619996936422e-15,320512.0,98.0,98.0,98.0,cupy,499,499,0.1731995000009192,0.1784542999957921,1.8731149000086589,2.1302182000072207,0.0205025999894132,2.150720799996634,0.0199709495655405,0.0008813052999465
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q64,topk_512,64.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,7531.831997882344,75318.31997882343,75318.31997882343,4.030638539053038e-15,1.022791645540091e-15,641024.0,162.0,162.0,162.0,cupy,284,284,0.1857351999933598,0.1899489999923389,1.0633737000025576,1.3170833000040147,0.0432088000088697,1.3602921000128845,0.0199709841940915,0.0008815090424666
synthetic_true_func_2d_n3000000,1e-05,btab_boxeig_topk_512_q128,topk_512,128.0,512,625,625.0,35096.0,3940.552263332442,1388670.7690064183,2045.5632056716809,20455.632056716808,20455.632056716808,1.0431052611751335e-14,1.3574415186884658e-15,1282048.0,290.0,290.0,290.0,cupy,228,228,0.3524336999980733,0.3563359999970998,1.0822461000061594,1.335342500009574,0.0780407999991439,1.413383300008718,0.0199708921199073,0.0008773710135406
