dataset_stem,n_train,eps,selector_tag,route,method,precompute_mode,top_q,btab_eig_q,btab_active_size_raw,btab_box_size,tail_size,rho_max_T,tail_energy,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max,cg_iters,outer_iters,time_precond_build,time_solve,time_total,time_post_diagnostics,time_total_with_diagnostics,rmse_test
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q64,c1,64.0,,,,,,,,,27,,0.0002925799999502,0.0419931819997145,0.2849467749997529,,,0.395196946256645
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q128,c1,128.0,,,,,,,,,7,,0.0002923550000559,0.011518980999881,0.4576994799999738,,,0.3951968916849679
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q256,c1,256.0,,,,,,,,,5,,0.0003203340002073,0.0083929339998576,0.8385798330000398,,,0.395196885278701
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q320,c1,320.0,,,,,,,,,4,,0.0002926730003309,0.0069972979999874,1.034054503000334,,,0.3951970057021549
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q384,c1,384.0,,,,,,,,,4,,0.0002934859999186,0.0069548090000353,1.232284843999878,,,0.3951969701363174
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,eigenpro_pcg,eigenpro_baseline,eigenpro_pcg_q448,c1,448.0,,,,,,,,,4,,0.0002893309997489,0.0069500570002674,1.4249793890003275,,,0.395196925038737
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,plain_cg,cg_baseline,plain_cg,original/default,,,,,,,,,,704,,,0.7730316130000574,0.792680578999807,,,0.3953175191224609
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,topk_1024,inverse,btab_auto_topk_1024,c1,,,1024.0,1225.0,0.0,0.0,0.0,,,3000,3000.0,0.043786910000108,4.548250247999931,4.567859934999888,2.9008000183239343e-05,4.567888943000071,0.3951038002790943
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,topk_256,boxeig,btab_boxeig_topk_256_q64,c1,,64.0,256.0,361.0,864.0,139.9545073033638,4566.240710524331,36.69373482351694,2.4677525504099497e-12,266,266.0,0.1322173739999925,0.6026146730000619,0.6238219199999548,0.0279919269996753,0.6518138469996302,0.3951969501021524
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression_ntrain1000000,1000000,1e-05,topk_512,boxeig,btab_boxeig_topk_512_q128,c1,,128.0,512.0,625.0,600.0,0.829195548393433,24.83386656410284,1.0166045956632557,2.83379678331579e-10,25,25.0,0.2341025769997031,0.2870841449998806,0.3068574169997191,0.0600052590002633,0.3668626759999824,0.3951969466296383
