M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_experiment_route,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,coord_nystrom_gamma,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_block_size,eig_n_iter,eig_nystrom_kernel_s,eig_residual_cols_rel,eig_residual_fro,eig_residual_fro_rel,eig_residual_max,eig_residual_median,eigen_apply_A_block_calls,eigen_n_matvec,eigen_t_matvec_avg,eigen_t_matvec_total,eps,exact_apply_mode,gamma,has_nufft,injected_eps_coord_topq,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,lambda1_coord_nystrom,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,precond_kind,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,surrogate_tag,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_coord_topq,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_eigenspace,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,top_q,version
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,528,529,9.855971006300502e-07,,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,1225,,,,,,,,,0,0,,,1e-05,,,True,,,,,,,,,,,False,528.0,SE,0.1,1.5,1.0,,,100000,plain_cg,35,529,,1000,30000000,cufinufft,cufinufft,,,,,,,,True,0.1,0,,0.00014827800603055692,0.020004178064620154,0,,,ok,,0.002797633166352774,1.4799479450006174,,,,,,,,,,,,,,,,,,,,,,,,3.172189289999892,,0.27645066000002316,2.3578161279999676,,5.530006723999918,,1e-06,,v1
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,83,84,9.766959278258608e-07,,,nan,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,1225,98,3,nan,,3912.231505950426,0.0007797127102838237,,,5,482,0.0010396531765886363,0.5011128311157227,1e-05,,,True,[],,,,,,,,,,False,83.0,SE,0.1,1.5,1.0,nan,,100000,eigenpro_pcg_q90,35,84,83,1000,30000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0003211797199009961,0.02000689703829535,0,,,ok,,0.0006243144166722643,0.0524424110004702,0.0003957358072246126,0.032846071999642845,,,[],,,,,,,,,,,,,,,,,2.044049391000044,,2.038063850999947,0.45569412899999406,0.27579135600001337,0.13561359599998468,,4.67342096699997,,1e-06,90,v3
1225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_a,,,,,,,9,10,9.81950849897774e-07,,,nan,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,,,,,,,,2,1225,188,3,nan,,66.60787480343384,1.3274490512614676e-05,,,5,932,0.000569468150323041,0.5307443161010742,1e-05,,,True,[],,,,,,,,,,False,9.0,SE,0.1,1.5,1.0,nan,,100000,eigenpro_pcg_q180,35,10,9,1000,30000000,cufinufft,binned_c1,,,,,,,full_eigenpro,True,0.1,0,,0.0003415561087022121,0.02000720653440426,0,,,ok,,0.0006246776999773828,0.006246776999773829,0.000165072333364454,0.001485651000280086,,,[],,,,,,,,,,,,,,,,,0.5716732710000088,,0.14862874999994347,0.00030415699995955947,0.2766477919999488,0.013636502000053952,,0.7342426799999657,,1e-06,180,v3
1225,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,80000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,25,26,9.530354214485608e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,29999999.999935064,True,,nan,0,50,diag,0.001,0,0,0,6250000,False,25.0,SE,0.1,1.5,1.0,,0,100000,btab_auto_topk_512,35,26,25,1000,30000000,cufinufft,binned_c1,50,25,9.530354214485608e-07,pcg,converged,25,,True,0.1,0,24.879402061028987,0.000338840232386672,0.02000753868514525,0,0.1,exact,ok,,0.0006582676153925604,0.01711495800020657,0.0004058859199994913,0.010147147999987283,745.1292161467543,600,,,0.006408959000054892,4.419888000029459e-05,0.0011049720000073648,4.157983998538839e-05,0.0010394959996347097,0.0002239703199984433,0.0055992579999610825,0.8030406719999519,0.4041647640000292,0.1455772550000347,0.0,0.14549428399993758,5.543755999042333e-05,0.001385938999760583,,,0.00015542500000265136,0.14904042000000572,1.3101313810000192,0.28019631100005427,1.3533293360000016,0.10780436899995038,1.5023697560000073,1.50252518100001,1e-06,,v6_btab
1225,expanded_box,topk,1024,,1024,0,"[17, 17]","[35, 35]",1225,topk,1024,,1024,80000,1225,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,3,4,6.997804415523719e-08,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,29999999.999935064,True,,nan,0,50,diag,0.001,0,0,0,24010000,False,3.0,SE,0.1,1.5,1.0,,0,100000,btab_auto_topk_1024,35,4,3,1000,30000000,cufinufft,binned_c1,50,3,6.997804415523719e-08,pcg,converged,3,,True,0.1,0,0.0,0.0003383419069552747,0.02000752864507619,0,0.1,exact,ok,,0.0007441150000033758,0.0029764600000135033,0.00029601566670104756,0.0008880470001031426,0.0,0,,,0.0005958680000048844,1.684033334944009e-05,5.0521000048320275e-05,3.438133334536057e-05,0.0001031440000360817,0.0001513236666899805,0.0004539710000699415,0.12441182200007006,0.051221834999978455,0.05320524900002965,0.0,0.018368244000043887,5.322599993936213e-05,0.0001596779998180864,,,5.795900005978183e-05,0.14955890700002783,0.12595277899993107,0.27917292800009363,0.13229257299997244,0.001616494000018065,0.28185148000000027,0.28190943900006005,1e-06,,v6_btab
1225,expanded_box,topk,1225,,2048,0,"[17, 17]","[35, 35]",1225,topk,1225,,2048,80000,1225,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,3,4,6.99780474400392e-08,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,29999999.999935064,True,,nan,0,50,diag,0.001,0,0,0,24010000,False,3.0,SE,0.1,1.5,1.0,,0,100000,btab_auto_topk_2048,35,4,3,1000,30000000,cufinufft,binned_c1,50,3,6.99780474400392e-08,pcg,converged,3,,True,0.1,0,0.0,0.0003383419069394066,0.02000752864507585,0,0.1,exact,ok,,0.0007155099999920367,0.0028620399999681467,0.00027769300004365505,0.0008330790001309651,0.0,0,,,0.0005928619999622242,1.664866666336214e-05,4.994599999008642e-05,3.2317000053202115e-05,9.695100015960634e-05,0.0001322666666586277,0.0003967999999758831,0.11099766799998179,0.03807041599998229,0.05316440899991903,0.0,0.018201177000037205,5.404233331773867e-05,0.000162126999953216,,,5.1480000024639594e-05,0.14954891799993675,0.11243311700002323,0.2781788030000598,0.11856146100001297,0.0015616660000432603,0.2681103789999497,0.26816185899997436,1e-06,,v6_btab
1225,expanded_box,topk,1225,,4096,0,"[17, 17]","[35, 35]",1225,topk,1225,,4096,80000,1225,cheap,30,0.01,,,,,,,,,,,,,,,,,inverse,20000,group_a,50,diag,0.001,50,auto,auto,3,4,6.997804693536213e-08,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,0,0,0,0,0,0,2,1225,,,,,,,,,,,,,1e-05,inverse,29999999.999935064,True,,nan,0,50,diag,0.001,0,0,0,24010000,False,3.0,SE,0.1,1.5,1.0,,0,100000,btab_auto_topk_4096,35,4,3,1000,30000000,cufinufft,binned_c1,50,3,6.997804693536213e-08,pcg,converged,3,,True,0.1,0,0.0,0.0003383419069434391,0.0200075286450758,0,0.1,exact,ok,,0.0007118987500405183,0.002847595000162073,0.00027530033332823223,0.0008259009999846967,0.0,0,,,0.0006076330000723829,1.6351999988728494e-05,4.905599996618548e-05,3.1361999958789966e-05,9.40859998763699e-05,0.0001304033333250724,0.0003912099999752172,0.10767378399998506,0.034751007999943795,0.05316018400003486,0.0,0.018194964000031177,5.8704333355308336e-05,0.000176113000065925,,,5.196100005377957e-05,0.14905706599995483,0.10910595200004991,0.27701201200000014,0.11514205100002073,0.0015676279999752296,0.26419911699997556,0.26425107800002934,1e-06,,v6_btab
1225,expanded_box,topk,1024,,1024,0,"[17, 17]","[35, 35]",1225,topk,1024,,1024,80000,1225,cheap,30,0.01,,cupy,7.397858026956571e-15,1.2213444430328241e-15,320,162,162,,162,64,1225,0,1255424,45116.227905980326,451162.27905980323,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,143,144,9.53994345244628e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,64,0,64,64,0,0,2,1225,,,,,,,7.397858026956571e-15,1.2213444430328241e-15,,,,,1e-05,boxeig,29999999.999935064,True,,nan,0,0,,nan,0,0,0,0,False,143.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_1024_q64,35,144,143,1000,30000000,cufinufft,binned_c1,50,143,9.53994345244628e-07,pcg,converged,143,,True,0.1,0,0.0,0.00032229157938759703,0.020007078852833104,0,0.1,boxeig,ok,,0.0006249558958389104,0.08999364900080309,0.0003759535384583265,0.05376135599954068,0.0,0,,451162.27905980323,0.0005549040000687455,1.632116084556083e-05,0.0023339260009151985,2.733834265381393e-05,0.003909382999495392,0.00024209478322206762,0.03461955400075567,1.2192428910000217,0.0,0.0,0.0009117209999658371,0.0,5.390790209361881e-05,0.00770882999938749,1.2183311700000559,,0.7517205209999247,0.14850888099999793,1.32661818400004,0.27602384299996174,1.5568910539999479,0.0,1.7053999349999458,2.4571204559998705,1e-06,,v7_btab_boxeig
1225,expanded_box,topk,1024,,1024,0,"[17, 17]","[35, 35]",1225,topk,1024,,1024,80000,1225,cheap,30,0.01,,cupy,1.1126274893759428e-13,3.2319090543636135e-15,640,290,290,,290,128,1225,0,2510848,2125.8391445459574,21258.391445459572,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,32,33,9.538811539510639e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,128,0,128,128,0,0,2,1225,,,,,,,1.1126274893759428e-13,3.2319090543636135e-15,,,,,1e-05,boxeig,29999999.999935064,True,,nan,0,0,,nan,0,0,0,0,False,32.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_1024_q128,35,33,32,1000,30000000,cufinufft,binned_c1,50,32,9.538811539510639e-07,pcg,converged,32,,True,0.1,0,0.0,0.0003223414694916078,0.020006903631379917,0,0.1,boxeig,ok,,0.0007530125757560227,0.02484941499994875,0.00043294271875282675,0.013854167000090456,0.0,0,,21258.391445459572,0.0005900740000015503,1.9027312497144067e-05,0.0006088739999086101,3.08108437359067e-05,0.0009859469995490144,0.0002743612812459162,0.008779560999869318,0.24394049299996823,0.0,0.0,0.0009357199999158183,0.0,6.347659374128511e-05,0.0020312509997211237,0.2430047730000524,,0.05188203800003066,0.14869552499999372,0.24499394999998003,0.27496969300000274,0.30700333899994803,0.0,0.45569886399994175,0.5075809019999724,1e-06,,v7_btab_boxeig
1225,expanded_box,topk,1225,,2048,0,"[17, 17]","[35, 35]",1225,topk,1225,,2048,80000,1225,cheap,30,0.01,,cupy,1.5160262322968072e-14,1.1825998842184048e-15,320,162,162,,162,64,1225,0,1255424,45116.227905980326,451162.27905980323,0.001,boxeig,20000,group_a,50,diag,0.001,50,auto,boxeig,143,144,9.57296700822536e-07,0,,,2,synthetic_true_func_2d_n30000000,False,NVIDIA L4,cheap,64,0,64,64,0,0,2,1225,,,,,,,1.5160262322968072e-14,1.1825998842184048e-15,,,,,1e-05,boxeig,29999999.999935064,True,,nan,0,0,,nan,0,0,0,0,False,143.0,SE,0.1,1.5,1.0,,76176,100000,btab_boxeig_topk_2048_q64,35,144,143,1000,30000000,cufinufft,binned_c1,50,143,9.57296700822536e-07,pcg,converged,143,,True,0.1,0,0.0,0.0003222539844282919,0.020007078092952168,0,0.1,boxeig,ok,,0.000676540118054921,0.09742177699990862,0.00040037641958081945,0.05725382800005718,0.0,0,,451162.27905980323,0.0005968919999759237,1.7439825172742704e-05,0.0024938949997022064,2.902604195684047e-05,0.0041507239998281875,0.00025752363636071934,0.03682587999958287,0.1264178249999759,0.0,0.0,0.0008831289999307046,0.0,5.73122867108141e-05,0.008195656999646417,0.1255346960000452,,0.02673478300005172,0.14884358999995584,0.12745738800003892,0.2759568459999855,0.37525780900000427,0.0,0.5241013989999601,0.5508361820000118,1e-06,,v7_btab_boxeig
