dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source,selection_note
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721,189,,,,,,1291,1.371668117000013,1.4051267199999984,0.0012485701363281,0.0199366114742246,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721,189,,90.0,,,,329,0.610720925999999,1.1172709080000232,0.0012659298273582,0.0199360493049841,1.2576419111415449,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721,189,1024.0,,1024.0,1369.0,,129,0.334785399999987,0.3640545239999255,0.0012657914463631,0.0199360450326985,3.8596600986073337,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q192,Box-EigenPro,35721,189,2048.0,192.0,2048.0,2601.0,192.0,188,0.6995235200000707,0.7292054130000452,0.0012656408868445,0.0199360476047921,1.9269285374872984,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721,189,,,,,,1808,1.966867119000028,2.196367760000044,0.0008799807350606,0.0199709015653579,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721,189,,90.0,,,,478,0.8993673150000063,1.559131908999973,0.0008843062843184,0.01997080840046,1.4087119552371898,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721,189,1024.0,,1024.0,1369.0,,188,0.4323924619999957,0.4900696219999645,0.0008843619163772,0.0199708037327764,4.481746391536595,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q192,Box-EigenPro,35721,189,4096.0,192.0,4096.0,5329.0,192.0,245,0.8139141460000019,0.8713123819999282,0.0008840425980672,0.0199708070572385,2.5207581177243332,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721,189,,,,,,2457,2.608823013999995,2.865171405000069,0.0005571615051932,0.0199956859305788,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721,189,,90.0,,,,651,1.2192034809999086,1.800518506000003,0.0005604613224528,0.0199956772978108,1.5913035025478734,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721,189,1024.0,,1024.0,1369.0,,321,0.6384193250000862,0.742042260000062,0.0005600472361431,0.0199956665522941,3.861197076565194,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_2048_q192,Box-EigenPro,35721,189,2048.0,192.0,2048.0,2601.0,192.0,275,0.8393723110000337,0.94240077500001,0.0005601127313572,0.0199956670600922,3.0402897376649958,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,35721,189,,,,,,3147,3.360107964000008,4.114951186999974,0.0003451211508625,0.0200004990824858,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,35721,189,,90.0,,,,793,1.4970236610000711,2.1739492390000805,0.0003484186434149,0.020000514828036,1.892846030247085,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,35721,189,1024.0,,1024.0,1369.0,,427,0.8042568570000412,1.0015007110000624,0.0003476274735442,0.0200005009847281,4.108785088021488,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,Matern-1.5,matern,Matern-1.5,1.5,0.1,1e-05,0.1,btab_boxeig_topk_4096_q256,Box-EigenPro,35721,189,4096.0,256.0,4096.0,5329.0,256.0,172,0.8256050269999378,1.0220823889999338,0.0003475294377094,0.0200005077282974,4.026046462874962,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225,35,,,,,,801,0.8442159940000238,0.8758355840000149,0.0003755082838284,0.020003709437956,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,1225,35,,90.0,,,,114,0.161741056999972,0.4755899560000216,0.0004191449991277,0.0200051292994446,1.8415771253166986,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225,35,512.0,,512.0,625.0,,11,0.0430653129999427,0.0607555049999746,0.0004199411694314,0.0200051177111628,14.415740334976743,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n1000000,1000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_8192_q128,Box-EigenPro,1225,35,8192.0,128.0,8192.0,1225.0,128.0,49,0.3326114499999448,0.3507821299999705,0.0004198507006202,0.0200051312598382,2.4968078733089643,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225,35,,,,,,1061,2.919353784000009,5.258788509999988,0.0002207457414948,0.0199989005454364,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225,35,,180.0,,,,20,0.0290534239999828,0.633584505999977,0.0003494671222098,0.0200012923839531,8.300058571824007,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_728,Active inverse,1225,35,728.0,,728.0,961.0,,5,0.0821079429999827,0.1095170909999865,0.0003458141139235,0.0200012269255943,48.01797109458136,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n3000000,3000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_8192_q128,Box-EigenPro,1225,35,8192.0,128.0,8192.0,1225.0,128.0,66,0.3661167440000099,0.3931205470000236,0.0003476081122012,0.020001259297117,13.377038036120947,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225,35,,,,,,1424,1.4899477999999815,1.747372448999954,0.0001370382586925,0.0200050424728781,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225,35,,180.0,,,,31,0.0446210540000038,0.6742570650000062,0.0003549242713371,0.0200081585617125,2.5915523020881333,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225,35,512.0,,512.0,625.0,,24,0.0627286640000193,0.1211406170000373,0.0003546963803624,0.0200081642368623,14.424331758186572,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n10000000,10000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_8192_q192,Box-EigenPro,1225,35,8192.0,192.0,8192.0,1225.0,192.0,22,0.4001427680000233,0.4585304649999671,0.0003564814904078,0.0200081525364985,3.8108099294996234,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225,35,,,,,,1470,1.5218518530000438,2.283572196000023,7.901201625467248e-05,0.0200037500375703,1.0,ok,btab_group_a_se_matern_20260628_050345,EFGP-CG baseline; speedup uses time_total
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225,35,,180.0,,,,42,0.0602101950000815,0.785301182000012,0.0003352487947135,0.0200075233932818,2.907893491493545,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225,35,512.0,,512.0,625.0,,33,0.0773029859999496,0.2245649079999339,0.0003381534809633,0.0200075292256325,10.168873740507555,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
synthetic_true_func_2d_n30000000,30000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_16384_q192,Box-EigenPro,1225,35,16384.0,192.0,16384.0,1225.0,192.0,28,0.4107401710000431,0.5582968560000836,0.0003349702458037,0.0200075169711589,4.090247278769703,ok,btab_group_a_se_matern_20260628_050345,selected by min time_total under 1.1x EFGP-CG train RMSE
