dataset_stem,n_train,kernel,kernel_family,kernel_label,kernel_nu,kernel_lengthscale,eps,reg_lambda,method,method_family,M,mtot,topk,q,btab_active_topk,btab_box_size,btab_eig_q,cg_iters,time_solve,time_total,rmse_test,rmse_train,Speedup,status,table1_source
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,plain_cg,EFGP-CG,1225.0,35.0,,,,,,1651.0,1.7929000849999284,4.580408247999912,5.565340957995293e-05,0.0200023342573317,1.0,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q90,EigenPro-PCG,1225.0,35.0,,90.0,,,,279.0,0.3958571890000257,1.1557922189999772,0.0004250034282394,0.0200067637504731,3.963003187513242,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,eigenpro_pcg_q180,EigenPro-PCG,1225.0,35.0,,180.0,,,,45.0,0.064596948999906,1.0981972619999851,0.0004245030314751,0.0200067528724965,4.170842895436007,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_64,Active inverse,1225.0,35.0,64.0,,64.0,81.0,,1078.0,1.7446770880001168,2.203470382000205,0.0004281215751842,0.0200068270620413,2.078724672415173,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_128,Active inverse,1225.0,35.0,128.0,,128.0,169.0,,948.0,1.5432974400000603,2.001541388000078,0.0004283351965082,0.020006830235506,2.288440436685956,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_256,Active inverse,1225.0,35.0,256.0,,256.0,361.0,,151.0,0.2644355420000011,0.7229822389999754,0.0004293183853671,0.0200068518284467,6.335436751994773,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_512,Active inverse,1225.0,35.0,512.0,,512.0,625.0,,52.0,0.1126116000000365,0.5714892219998546,0.0004296086818735,0.0200068579570114,8.014863748385928,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_auto_topk_1024,Active inverse,1225.0,35.0,1024.0,,1024.0,1225.0,,3.0,0.0656509689999893,0.5241882269999678,0.0004295666099416,0.0200068570525051,8.738098286210068,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_64_q16,Box-EigenPro,1225.0,35.0,64.0,16.0,64.0,81.0,16.0,2415.0,4.054681681000147,4.513559986000018,0.0004153334349317,0.0200065555871518,1.0148105402846626,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_64_q32,Box-EigenPro,1225.0,35.0,64.0,32.0,64.0,81.0,32.0,1242.0,2.0899958239999705,2.54886628700001,0.0004198018854539,0.0200066517795346,1.7970374795105502,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_128_q16,Box-EigenPro,1225.0,35.0,128.0,16.0,128.0,169.0,16.0,2027.0,3.3862083129999974,3.844706409999844,0.000424056680469,0.0200067412992413,1.1913544909662162,ok,btab_group_b_se_20260628_154129
synthetic_true_func_2d_n100000000,100000000,SE,SE,SE,1.5,0.1,1e-05,0.1,btab_boxeig_topk_128_q32,Box-EigenPro,1225.0,35.0,128.0,32.0,128.0,169.0,32.0,1322.0,2.2467155659999207,2.7054733889999625,0.0004238819045445,0.0200067375690378,1.6930154503175474,ok,btab_group_b_se_20260628_154129
