mode,top_q,N,eps,wall_s_total_median,wall_s_total_mean,wall_s_total_std,wall_s_total_p10,wall_s_total_p90,time_precompute_median,time_precompute_mean,time_precompute_std,time_precompute_p10,time_precompute_p90,time_eigenspace_median,time_eigenspace_mean,time_eigenspace_std,time_eigenspace_p10,time_eigenspace_p90,time_precond_build_median,time_precond_build_mean,time_precond_build_std,time_precond_build_p10,time_precond_build_p90,time_solve_median,time_solve_mean,time_solve_std,time_solve_p10,time_solve_p90,time_predict_median,time_predict_mean,time_predict_std,time_predict_p10,time_predict_p90,cg_iters_median,cg_iters_mean,cg_iters_std,cg_iters_p10,cg_iters_p90,t_matvec_total_median,t_matvec_total_mean,t_matvec_total_std,t_matvec_total_p10,t_matvec_total_p90,t_precond_total_median,t_precond_total_mean,t_precond_total_std,t_precond_total_p10,t_precond_total_p90,rmse_test_median,rmse_test_mean,rmse_test_std,rmse_test_p10,rmse_test_p90,peak_mem_gb_median,peak_mem_gb_mean,peak_mem_gb_std,peak_mem_gb_p10,peak_mem_gb_p90,repeat_count,fail_count,logN,logT,local_alpha
gpu_v1_topq0,0,100000,1e-06,2.244875800097361,2.2356929200235753,0.029709091109895377,2.203404920035973,2.2608066199580206,0.036626000073738396,0.036424440005794166,0.0011735791714851571,0.03524466000963002,0.037368479953147474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999701999593526,2.1913858799962327,0.030577643559094345,2.1582145600114018,2.217921540001407,0.006183200050145388,0.006470260000787676,0.0007203771014846605,0.005855039996095002,0.007269559986889362,410.0,408.8,3.834057902536166,405.2,411.0,1.7627436994807795,1.7583419400267304,0.019517185936651315,1.7387121608946472,1.7725045194849371,,,,,,0.002598451224196456,0.002604767468208536,6.452446670886483e-05,0.002548830164322576,0.00266572314801937,1.2364257806912065,1.2364257806912065,0.0,1.2364257806912065,1.2364257806912065,5,0,11.512925464970229,0.8086501967673514,
gpu_v1_topq0,0,300000,1e-06,3.3690915000624955,3.3626676000189035,0.016861471174934722,3.344575200043619,3.3775045399786903,0.051929199951700866,0.052026599971577527,0.00129565055270198,0.05076137995347381,0.053389320010319354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3065827999962494,3.298885959992185,0.018371445735753753,3.279074960015714,3.3146541599649937,0.009646899998188019,0.009747099969536066,0.0003581745346968139,0.009409079933539033,0.010119599988684058,612.0,612.2,4.266145801540297,608.0,616.6,2.646645999746397,2.6508723196107895,0.019938355059140586,2.6325338190654293,2.6721048803068697,,,,,,0.0018460675428405451,0.0018438880423699451,5.000937249055666e-05,0.0017928236070296304,0.0018931631955232055,1.2364257806912065,1.2364257806912065,0.0,1.2364257806912065,1.2364257806912065,5,0,12.611537753638338,1.2146431234686348,0.3695506876165427
gpu_v3_topq,64,100000,1e-06,4.552168900030665,4.543710460024886,0.01573630994482867,4.526707440009341,4.554222240042873,0.03629010007716715,0.036472820001654326,0.0005517674925314488,0.036134079960174856,0.03699718001298606,3.217627599951811,3.22461370001547,0.03161880340887355,3.1983796200249346,3.2574996600393207,0.0003565999213606119,0.00036165998317301274,7.48706430383313e-05,0.0002874599304050207,0.00043986006639897826,1.2795591000467539,1.2744069600012153,0.02441522247488365,1.2507032200228423,1.2911863999441267,0.006439900025725365,0.006399020017124712,0.00023464906207882854,0.006163680017925799,0.006589900027029217,139.0,140.2,1.7888543819998306,139.0,142.2,0.6106401002034545,0.6070730598876253,0.00663777757217502,0.5999866201309487,0.6114706795662641,0.4591031002346426,0.45914508011192084,0.005425430338769601,0.4538263802183792,0.4637279999209568,0.002599121860548608,0.002604857390537635,6.459321462926011e-05,0.0025486243017897627,0.00266589246339857,2.5997070306912065,2.5997070306912065,0.0,2.5997070306912065,2.5997070306912065,5,0,11.512925464970229,1.5156038007118287,
gpu_v3_topq,64,300000,1e-06,5.211376899969764,5.199466759967618,0.04458775563936062,5.152333919960074,5.2416463399771605,0.053877600003033876,0.05397268000524491,0.0007597674283878078,0.05331616001203656,0.054734440008178356,3.238924100063741,3.2348217400256543,0.015518097961977504,3.218898279988207,3.2492067000363023,0.00039950001519173384,0.00040154000744223594,6.465390948217053e-05,0.0003377999644726515,0.00045754003804177046,1.901714500039816,1.898017319967039,0.03902142364430163,1.8571495999814942,1.9361271999310703,0.009711100021377206,0.010058379988186062,0.001041032770898217,0.009347799979150296,0.0111036199843511,204.0,205.0,3.316624790355403,202.2,208.4,0.8923866992117837,0.8955016799503938,0.016610707297020508,0.8806613001506776,0.9122332802042366,0.6757628013147041,0.6794594201957807,0.012745238593123384,0.6679908997844904,0.692667080136016,0.0018473797016931625,0.0018447024220055396,5.024108416445048e-05,0.0017933603325512482,0.001894024734721569,2.5997070306912065,2.5997070306912065,0.0,2.5997070306912065,2.5997070306912065,5,0,12.611537753638338,1.6508441010739314,0.12310102641038169
gpu_v3_topq_combo,32,100000,1e-06,3.0949565999908373,3.0938334999838846,0.019166515330097667,3.0746023000217972,3.110377399949357,0.05178179999347776,0.06885722000151873,0.02546011784580885,0.04963716003112495,0.0974891599966213,1.1254339999286458,1.120985840004869,0.01772787997542864,1.1017624000553041,1.1370781200006603,0.00028820009902119637,0.00032000001519918444,6.586898930005527e-05,0.0002677599899470806,0.00039373999461531637,1.8964917999692261,1.8963596399873495,0.02817757842668168,1.8717642799718306,1.9241256600245833,0.00624929997138679,0.006157759972847998,0.0004645875929533104,0.005696860002353787,0.006589799956418574,226.0,225.2,2.949576240750525,222.2,227.8,0.9873703004559502,0.9892638000193983,0.009127757948400648,0.980574379954487,0.998759420006536,0.5670886997831985,0.5682247802149505,0.0048998780778973395,0.5635704003274441,0.5734784403117373,0.002597980139237277,0.0026045600389111865,6.434997954991883e-05,0.0025487675417579327,0.002665605061797645,3.99951171875,3.6184960935264825,0.521727131742137,3.0469726556912065,3.99951171875,5,0,11.512925464970229,1.1297738834181568,
gpu_v3_topq_combo,32,300000,1e-06,3.9838118000188842,3.977936200029217,0.10704754409478602,3.8696572000859306,4.08586165998131,0.052196100004948676,0.052910240017808974,0.0020457412619621614,0.051048400020226835,0.05510520003736019,1.1394532000413164,1.1379341599764303,0.010094217051373897,1.1273845399497078,1.1478791599627585,0.0003958999877795577,0.0004066399997100234,9.451947944382883e-05,0.000313240010291338,0.0005007199943065643,2.79646420001518,2.7794320199871434,0.09961009429481343,2.6757094799540937,2.8751825799932704,0.005199300008825958,0.005226759985089302,0.0003975607338202809,0.00487377995159477,0.005633820011280477,327.0,329.4,6.877499545619758,323.4,337.0,1.440902998787351,1.4383261000039056,0.028679146944666882,1.4106628798879683,1.466947521083057,0.8328041003551334,0.8291340004885569,0.019619836865984088,0.8103413206990808,0.84820398055017,0.0018473757078868289,0.001844397839598492,5.00321414794544e-05,0.001793135185181892,0.001893432118050325,3.99951171875,3.6184960935264825,0.521727131742137,3.0469726556912065,3.99951171875,5,0,12.611537753638338,1.382239099655474,0.22980374317803312
gpu_v3_topq_combo,64,100000,1e-06,3.536119500058703,3.5521649200003593,0.0365492224515113,3.519639899977483,3.5917033199919386,0.053196400054730475,0.06270916000939905,0.016390219293445606,0.05053797999862582,0.08104387999046594,2.1150410999543965,2.130608700029552,0.032386289111101425,2.102572920033708,2.16601966007147,0.0004381999606266618,0.00043013994581997395,3.63494682848291e-05,0.0003914999309927225,0.0004600599408149719,1.3567398000741377,1.3509239400504156,0.016750188495010622,1.332472460065037,1.3658151200274005,0.006095800083130598,0.006124800024554134,0.0005843954684527665,0.005590260028839111,0.006731519987806678,146.0,145.6,2.0736441353327697,143.4,147.6,0.6395761002786458,0.6396402996964753,0.005977524545370533,0.633656899491325,0.6456891595385968,0.48542419995646924,0.4835541999898851,0.006808568216510866,0.4763274798169732,0.4899927199119702,0.0025978398550391486,0.0026047626904453112,6.435120161032974e-05,0.0025490672912585615,0.00266590798839306,3.99951171875,3.8090039061382415,0.4259884192446843,3.427988280914724,3.99951171875,5,0,11.512925464970229,1.2630299394698201,
gpu_v3_topq_combo,64,300000,1e-06,4.194369200034998,4.188281640014611,0.017993187705028724,4.169462079973892,4.204692020034417,0.05387069995049387,0.05312210000120103,0.0017894749411177253,0.05113262003287673,0.05463133999146521,2.1431924999924377,2.145699799992144,0.028093982039169175,2.1188649400370196,2.174054819950834,0.0003776999656111002,0.00042737999465316536,0.00012323560453042875,0.00032111997716128827,0.0005631200270727277,1.990226099966094,1.9821236999938265,0.030072519730055185,1.9534789400408044,2.0010308399796486,0.00491310004144907,0.005105420062318444,0.000411754169999955,0.004821620066650212,0.005545040057040751,212.0,212.6,2.607680962081059,210.2,215.2,0.92792829987593,0.9259294396964833,0.013701355123930578,0.9120148197282105,0.9376847594743595,0.7044928993564099,0.7024083998985589,0.010413199362364093,0.6921060797991231,0.7102415801258758,0.0018476145635929803,0.001844665320722547,5.010314995708753e-05,0.0017933777117568,0.001893789855742215,3.99951171875,3.8090039061382415,0.4259884192446843,3.427988280914724,3.99951171875,5,0,12.611537753638338,1.4337429591334037,0.15538968699371244
gpu_v3_topq_cupy_eigsh,64,100000,1e-06,2.715005200006999,2.752460979996249,0.07463011799321596,2.689347159978934,2.8337392400018873,0.037319399998523295,0.03675530001055449,0.0017903985510470467,0.03479722002521157,0.038382739992812276,1.5175715000368655,1.5196050599915907,0.010011746128432626,1.5103102799737826,1.5300859000068159,0.0002756000030785799,0.00027167999651283025,3.258393607981202e-05,0.00023983996361494065,0.0003040800103917718,1.1550974000710994,1.1881656599929555,0.06435132271785161,1.1332801999989897,1.2581280399579555,0.006040800013579428,0.0062470600008964535,0.00036062506135343383,0.005981279979459941,0.0066517800325527785,126.0,126.4,1.6733200530681513,124.8,128.0,0.5530065998900682,0.5548741599544883,0.016663020597844223,0.5386822802945972,0.5724574997322633,0.41502010042313486,0.419211980025284,0.012762368614025537,0.4083251201082021,0.4331778396386653,0.0025981396883103156,0.0026047011087941647,6.437565533710932e-05,0.002548899335815624,0.0026657062787021437,2.9180664056912065,2.9180664056912065,0.0,2.9180664056912065,2.9180664056912065,5,0,11.512925464970229,0.9987938686720937,
gpu_v3_topq_cupy_eigsh,64,300000,1e-06,3.2342403999064118,3.239795619994402,0.03368505146003207,3.2070726400008427,3.275013800035231,0.051237700041383505,0.05175205997657031,0.0010150431481117906,0.05095997995231301,0.05288959997706115,1.5149815999902785,1.522304380009882,0.011173812322593932,1.5138334400486202,1.5349043999798595,0.00024969992227852345,0.00025010001845657823,3.7418635382441004e-05,0.0002121600555256009,0.0002880000276491046,1.6563502999488264,1.6537768999813125,0.02410528473128327,1.6303040399681776,1.6766529800137504,0.009699500049464405,0.009871560032479465,0.0004967431098217777,0.009488440025597811,0.010390060022473335,181.0,181.2,0.8366600265340772,180.4,182.0,0.7841632001800463,0.7865717798937112,0.007753718857684646,0.7809573602164164,0.794399699382484,0.59521120111458,0.5955725000472739,0.004369630411359982,0.5916707597207278,0.5996671998407692,0.0018475191278888607,0.001844833722605184,5.0336789784072675e-05,0.0017933938868451868,0.0018942395570087618,2.9180664056912065,2.9180664056912065,0.0,2.9180664056912065,2.9180664056912065,5,0,12.611537753638338,1.173794093551876,0.15929206935409573
