M,S_kind,active_mode,active_size,active_tau,active_topk,box_memory_bytes,box_radii,box_shape,box_size,btab_active_mode,btab_active_size_raw,btab_active_tau,btab_active_topk,btab_box_budget,btab_box_size,btab_diagnostic_mode,btab_diagnostic_power_iter,btab_diagnostic_tol,btab_eig_apply_batch_cols,btab_eig_backend,btab_eig_eig_residual_max,btab_eig_eig_residual_median,btab_eig_maxiter,btab_eig_n_ABB_matvec_cols,btab_eig_n_eig_matvec,btab_eig_ncv,btab_eig_ncv_actual,btab_eig_q,btab_eig_size_S,btab_eig_size_T,btab_eig_storage_bytes,btab_eig_theta_q1,btab_eig_theta_q1_over_sigma2,btab_eig_tol,btab_exact_apply_mode,btab_exact_box_max_size,btab_inner_maxiter,btab_inner_precond,btab_inner_tol,btab_outer_gmres_restart,btab_outer_solver,btab_solve_mode,cg_iters,cg_n_matvec,cg_relres,chol_memory_bytes,chunk_size,dataset_dim,dataset_stem,debug_finite_checks,device_name,diagnostic_mode,diagnostic_n_ASS_matvec,diagnostic_n_A_matvec,diagnostic_n_eig_matvec,diagnostic_n_matvec,diagnostic_n_power_iter,diagnostic_n_precond,dim,efgp_matrix_dim,eig_residual_max,eig_residual_median,eps,exact_apply_mode,gamma,has_nufft,inner_last_relres,inner_max_iters,inner_maxiter,inner_precond,inner_tol,inner_total_iters,inner_total_matvec,inner_total_precond,inverse_memory_bytes,is_warmup,iterations,kernel_family,kernel_lengthscale,kernel_nu,kernel_variance,local_fft_memory_bytes,maxiter,method,mtot,n_matvec,n_precond,n_test,n_train,nufft_backend,nufft_stage,outer_gmres_restart,outer_iters,outer_relres,outer_solver,outer_status,precond_apply_calls,profile_components,reg_lambda,repeat_idx,rho_max_T,rmse_test,rmse_train,run_seed,sigma2_equiv_reg_lambda,solve_mode,status,t_matvec_avg,t_matvec_total,t_precond_avg,t_precond_total,tail_energy,tail_size,theta_q1_over_sigma2,time_active_set,time_box_gather_avg,time_box_gather_total,time_box_scatter_avg,time_box_scatter_total,time_box_solve_avg,time_box_solve_total,time_build_Ag,time_build_box_matrix,time_build_inverse,time_build_local_fft,time_cholesky,time_diag_avg,time_diag_total,time_eig_setup,time_post_diagnostics,time_precompute,time_precond_build,time_predict,time_solve,time_symmetrize_regularize,time_total,time_total_with_diagnostics,tol,version
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,186,187,9.554844309242166e-07,6250000,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,999999.999998764,True,nan,0,50,diag,0.001,0,0,0,0,False,186.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_512,189,187,186,1000,1000000,cufinufft,cufinufft,50,186,9.554844309242166e-07,pcg,converged,186,True,0.1,0,1313.5162514396102,0.0012488743546465602,0.019936626247865394,0,0.1,exact,ok,0.0015070486632001432,0.2818181000184268,0.0008537865584805078,0.15880429987737443,462889.7870762957,35096,,0.0025891999976010993,7.122526875063677e-05,0.013247899987618439,8.665322664416626e-05,0.016117500155814923,0.0005510505370204888,0.10249539988581091,0.021149200008949265,0.010890400008065626,-0.021149200008949265,0.0,0.009432100006961264,9.98645163265117e-05,0.018574800036731176,,0.0006056999991415069,0.09362689999397844,0.02549860000726767,0.023153499991167337,0.663717400006135,0.0008266999939223751,0.7573443000001134,0.7579499999992549,1e-06,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,91,92,9.595115133739003e-07,29986576,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,999999.999998764,True,nan,0,50,diag,0.001,0,0,0,0,False,91.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_1024,189,92,91,1000,1000000,cufinufft,cufinufft,50,91,9.595115133739003e-07,pcg,converged,91,True,0.1,0,240.15142962489767,0.0012487603215516016,0.01993663386124477,0,0.1,exact,ok,0.0015276554344302933,0.140544299967587,0.0017938219772966498,0.16323779993399512,159243.36646229576,34352,,0.0024021999997785315,6.859120896858787e-05,0.006241800016141497,8.078571377004815e-05,0.007351499953074381,0.001504457142181019,0.13690559993847273,0.10207999999693129,0.045327400002861395,-0.10207999999693129,0.0,0.05354399999487214,9.44626376872043e-05,0.008596100029535592,,0.00017169999773614109,0.09385679999832064,0.10591779999958817,0.022227199995541014,0.5024073999957182,0.0032085999991977587,0.5962641999940388,0.5964358999917749,1e-06,v6_btab
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,3.086021566042744e-15,1.1264519351379428e-15,160,98,98,,98,32,625,35096,320512,7683.902607350547,76839.02607350548,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,403,404,9.404862361556991e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,3.086021566042744e-15,1.1264519351379428e-15,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,403.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q32,189,404,403,1000,1000000,cufinufft,cufinufft,50,403,9.404862361556991e-07,pcg,converged,403,True,0.1,0,1313.5162514396102,0.001250856632079099,0.019936718037112763,0,0.1,boxeig,ok,0.0015112259897439727,0.610535299856565,0.0006054163768973603,0.24398279988963623,462889.7870762957,35096,76839.02607350548,0.002246100004413165,6.486327561726632e-05,0.026139900073758326,6.182109204781872e-05,0.024913900095270947,0.0003466163771663198,0.1396863999980269,0.11415480000141542,0.0,0.0,0.001523700004327111,0.0,9.365781620127512e-05,0.03774409992911387,0.11263109999708831,0.02005479999934323,0.09394069999689236,0.11713359999703243,0.021597400002065115,1.3552097999927355,0.0,1.4491504999896279,1.469205299988971,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,4.29459930669629e-15,1.009918538275253e-15,320,162,162,,162,64,625,35096,641024,2514.3470578862416,25143.470578862416,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,231,232,9.688965732212023e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,4.29459930669629e-15,1.009918538275253e-15,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,231.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q64,189,232,231,1000,1000000,cufinufft,cufinufft,50,231,9.688965732212023e-07,pcg,converged,231,True,0.1,0,1313.5162514396102,0.0012482328006048072,0.019936671464293686,0,0.1,boxeig,ok,0.0015250452590784146,0.3538105001061922,0.0006312441560958847,0.14581740005814936,462889.7870762957,35096,25143.470578862416,0.0022539000055985525,6.908917768346347e-05,0.015959600044880062,6.306190542610628e-05,0.014567300153430551,0.0003626627709088621,0.08377510007994715,0.18199679999088403,0.0,0.0,0.0018260999931953847,0.0,9.451125534523472e-05,0.02183209998474922,0.18017069999768864,0.0527359000116121,0.09304950000660028,0.18472719998680986,0.02250060001097154,0.9159300999890547,0.0,1.008979599995655,1.061715500007267,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,cupy,1.093995282506443e-14,1.433595113565646e-15,640,290,290,,290,128,625,35096,1282048,681.6580303956343,6816.580303956343,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,214,215,8.523769816302533e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.093995282506443e-14,1.433595113565646e-15,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,214.0,matern,0.1,1.5,1.0,38416,6000,btab_boxeig_topk_512_q128,189,215,214,1000,1000000,cufinufft,cufinufft,50,214,8.523769816302533e-07,pcg,converged,214,True,0.1,0,1313.5162514396102,0.0012480007610665882,0.01993657300723999,0,0.1,boxeig,ok,0.001531408371628522,0.32925279990013223,0.0006117355138298438,0.13091139995958656,462889.7870762957,35096,6816.580303956343,0.002386999985901639,6.769345816231342e-05,0.01448640004673507,6.350327170808651e-05,0.013589700145530514,0.00034924345860740813,0.07473810014198534,0.3354548000061186,0.0,0.0,0.0013258000108180568,0.0,9.298831760006408e-05,0.019899499966413714,0.33412899999530055,0.08138010000402573,0.09359699999913573,0.33834260000730865,0.021696600000723265,1.0032494000042789,0.0,1.0968464000034146,1.1782265000074403,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,2.8856988530397258e-15,9.03070957806802e-16,160,98,98,,98,32,1369,34352,701440,7687.963881018156,76879.63881018155,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,502,503,9.90830936767999e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,32,0,32,32,0,0,2,35721,2.8856988530397258e-15,9.03070957806802e-16,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,502.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q32,189,503,502,1000,1000000,cufinufft,cufinufft,50,502,9.90830936767999e-07,pcg,converged,502,True,0.1,0,240.15142962489767,0.0012477203386922747,0.01993665217250508,0,0.1,boxeig,ok,0.0015218322070477026,0.7654816001449944,0.0006106336651169565,0.30653809988871217,159243.36646229576,34352,76879.63881018155,0.0022855999995954335,6.783346605994572e-05,0.03405239996209275,6.45193225016309e-05,0.03238869989581872,0.0003418539838811598,0.1716106999083422,0.10692330001620576,0.0,0.0,0.0014537000097334385,0.0,9.539920276177461e-05,0.04789039978641085,0.10546960000647232,0.02003119999426417,0.09471610000764485,0.10965440000290982,0.021561100002145395,1.6833922999940114,0.0,1.7781084000016563,1.7981395999959204,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,4.341010295354679e-15,1.1550988197216733e-15,320,162,162,,162,64,1369,34352,1402880,2521.059119075832,25210.591190758318,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,267,268,9.786130190366716e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,64,0,64,64,0,0,2,35721,4.341010295354679e-15,1.1550988197216733e-15,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,267.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q64,189,268,267,1000,1000000,cufinufft,cufinufft,50,267,9.786130190366716e-07,pcg,converged,267,True,0.1,0,240.15142962489767,0.0012482807835777717,0.019936688732488436,0,0.1,boxeig,ok,0.0015347958955615794,0.41132530001050327,0.0006045621720819354,0.16141809994587675,159243.36646229576,34352,25210.591190758318,0.0022659999958705157,6.659026197742056e-05,0.017779599947971292,6.429925117308574e-05,0.017167900063213892,0.0003405228470389344,0.09091960015939549,0.17173929999989923,0.0,0.0,0.0012710000009974465,0.0,9.279625455644818e-05,0.024776599966571666,0.17046829999890178,0.04071220000332687,0.09362070000497624,0.17449249999481253,0.02154690001043491,1.009955399989849,0.0,1.1035760999948252,1.144288299998152,1e-06,v7_btab_boxeig
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,cupy,1.1839225687450636e-14,1.54651563678197e-15,640,290,290,,290,128,1369,34352,2805760,691.2102426268262,6912.102426268262,0.001,boxeig,4096,50,diag,0.001,50,auto,boxeig,116,117,8.396053533840865e-07,0,,2,synthetic_true_func_2d_n1000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,128,0,128,128,0,0,2,35721,1.1839225687450636e-14,1.54651563678197e-15,1e-05,boxeig,999999.999998764,True,nan,0,0,,nan,0,0,0,0,False,116.0,matern,0.1,1.5,1.0,85264,6000,btab_boxeig_topk_1024_q128,189,117,116,1000,1000000,cufinufft,cufinufft,50,116,8.396053533840865e-07,pcg,converged,116,True,0.1,0,240.15142962489767,0.0012470265651477808,0.019936663155199805,0,0.1,boxeig,ok,0.00153010427323966,0.17902219996904023,0.0006343965514729619,0.07358999997086357,159243.36646229576,34352,6912.102426268262,0.0023590999917360023,6.870344754886525e-05,0.007969599915668368,6.5557759532159e-05,0.007604700105730444,0.00036324310374390015,0.042136200034292415,0.3368151000031503,0.0,0.0,0.0013965999969514087,0.0,9.607241322398828e-05,0.01114439993398264,0.3354185000061989,0.09494450000056531,0.09311379998689517,0.3396674000105122,0.02163499999733176,0.708610800007591,0.0,0.8017245999944862,0.8966690999950515,1e-06,v7_btab_boxeig
35721,expanded_box,topk,512,,512,0,"[12, 12]","[25, 25]",625,topk,512,,512,5000,625,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,256,257,9.506849160681727e-07,6250000,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,2999999.9999964214,True,nan,0,50,diag,0.001,0,0,0,0,False,256.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_512,189,257,256,1000,3000000,cufinufft,cufinufft,50,256,9.506849160681727e-07,pcg,converged,256,True,0.1,0,3940.5522633324426,0.000881144017106855,0.019970915103097304,0,0.1,exact,ok,0.0015091175103156033,0.38784320015111007,0.0008303679685468524,0.2125741999479942,1388670.7690064183,35096,,0.0023510999890277162,7.130429662538518e-05,0.018253899936098605,7.334765649602559e-05,0.018777000062982552,0.0005411976551954467,0.13854659973003436,0.01992180000524968,0.009804100001929328,-0.01992180000524968,0.0,0.00933410000288859,9.942578128629975e-05,0.025453000009292737,,0.00020199999562464654,0.25258100000792183,0.023430600005667657,0.061289399993256666,0.8884574999974575,0.0007836000004317611,1.1410385000053793,1.141240500001004,1e-06,v6_btab
35721,expanded_box,topk,1024,,1024,0,"[18, 18]","[37, 37]",1369,topk,1024,,1024,5000,1369,cheap,30,0.01,,,,,,,,,,,,,,,,,chol_solve,4096,50,diag,0.001,50,auto,auto,134,135,8.38832325063744e-07,29986576,,2,synthetic_true_func_2d_n3000000,False,NVIDIA GeForce RTX 3050 Laptop GPU,cheap,0,0,0,0,0,0,2,35721,,,1e-05,chol_solve,2999999.9999964214,True,nan,0,50,diag,0.001,0,0,0,0,False,134.0,matern,0.1,1.5,1.0,0,6000,btab_auto_topk_1024,189,135,134,1000,3000000,cufinufft,cufinufft,50,134,8.38832325063744e-07,pcg,converged,134,True,0.1,0,720.4550297587765,0.0008808311987468087,0.019970901649591248,0,0.1,exact,ok,0.0015368051859291478,0.20746870010043494,0.0018355492540459678,0.24596360004215967,477730.621178876,34352,,0.0027910000062547624,7.396492518053682e-05,0.009911299974191934,8.574477570659634e-05,0.01148979994468391,0.0015229865669276314,0.20408019996830262,0.1086479999939911,0.05136109999148175,-0.1086479999939911,0.0,0.053577700004098006,0.00010028656692862677,0.013438399968435988,,0.00017640000442042947,0.2521076999983052,0.11356720000912901,0.06255249999230728,0.719293000001926,0.00370919999841135,0.9714007000002312,0.9715771000046516,1e-06,v6_btab
