dataset_family,n_train,eps,selected_topk,selected_q,time_total,iterations,cg_iters,outer_iters,rmse_test,btab_eig_theta_q1_over_sigma2,btab_eig_eig_residual_max
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,100000000,1e-05,32768.0,320.0,2.483188983999753,765.0,765.0,765.0,0.0276138260711017,82934.00475173676,4.597749577684096e-14
USGS_LPC_IL_Winnebago_2018_ground_elevation_regression,300000000,1e-05,35721.0,320.0,2.875650636000046,412.0,412.0,412.0,0.1105830632232155,20336.50869495083,1.176962779340755e-12
synthetic_true_func_2d,100000000,1e-05,35721.0,320.0,1.3960093800001232,147.0,147.0,147.0,0.000202703274794,89743.45504034526,5.737082091466033e-14
synthetic_true_func_2d,300000000,1e-05,35721.0,256.0,2.317418138999983,176.0,176.0,176.0,0.0001225953806236,450626.60747974616,3.7640980423566113e-14
